_id,_form_id,facility_id,facility_name,admin_region,Location_accuracy,Location_altitude,Location_latitude,Location_longitude,facility_type,facility_ownership,facility_population,facility_coverage,storage_type,delivery_type,electricity_source,grid_power_availability,gas_availability,kerosene_availability,solar_suitable_climate,solar_suitable_site,climate_zone,vaccine_supply_interval,vaccine_reserve_stock_requirement,vaccine_supply_mode,distance_to_supply,contact_name,_locale,_savepoint_type,_savepoint_timestamp,_savepoint_creator,_row_etag,_filter_type,_filter_value
175,,1006-0014,Lumbadzi Health Centre,Lilongwe,,,-13.76802072,33.8041987,community_hospital,public,77137,100,delivery,both,grid,more_than_16,not_available,not_available,yes,yes,temperate,4,1,collected,35,FRACKSON BANDA,default,COMPLETE,2016-07-11T16:01:59.023000000,anonymous,,,
176,,1006-0015,Mbangombe,Lilongwe,,,-13.7338705,33.71330537,community_hospital,public,15427,100,delivery,both,none,none,not_available,not_available,yes,yes,temperate,4,1,collected,60,MADALITSO CHADEWA,default,COMPLETE,2016-07-11T16:01:59.025000000,anonymous,,,
177,,1006-0016,Nambuma Parish,Lilongwe,,,-13.72145988,33.55723628,hospital,faithbased,8130,10,delivery,both,none,none,not_available,available,yes,yes,temperate,4,1,collected,21,ITUPATRICK KAMZ,default,COMPLETE,2016-07-11T16:01:59.027000000,anonymous,,,
178,,1006-0017,Ngoni Health Centre,Lilongwe,,,-13.77236434,33.63945542,community_hospital,public,33039,100,delivery,both,none,none,not_available,available,yes,yes,temperate,4,1,collected,50,WILLY E. NKHOSA,default,COMPLETE,2016-07-11T16:01:59.029000000,anonymous,,,
179,,1006-0018,Ukwe Health Centre,Lilongwe,,,-13.82295989,33.60068636,community_hospital,public,33672,100,delivery,both,none,none,not_available,available,yes,yes,temperate,4,1,collected,28,REX DUDU,default,COMPLETE,2016-07-11T16:01:59.031000000,anonymous,,,
180,,1006-0019,Nsanama Health Post,Lilongwe,,,-13.79272637,33.53734781,dispensary,public,33672,100,delivery,both,none,none,not_available,irregular,yes,yes,temperate,4,1,collected,13,BM MANGANI,default,COMPLETE,2016-07-11T16:01:59.033000000,anonymous,,,
181,,1006-0020,Nsalu,Lilongwe,,,-13.88276389,33.50354228,community_hospital,public,49709,100,delivery,both,grid,more_than_16,not_available,not_available,yes,yes,temperate,4,1,collected,9.2,HASTINGS ACTONSO,default,COMPLETE,2016-07-11T16:01:59.035000000,anonymous,,,
182,,1006-0021,Kabudula Community Hospital,Lilongwe,,,-13.81669511,33.44772788,district_hospital,public,33831,10,delivery,both,grid,more_than_16,not_available,not_available,yes,yes,temperate,4,1,collected,30,KAWECHE TJ MATIKITI,default,COMPLETE,2016-07-11T16:01:59.040000000,anonymous,,,
183,,1006-0022,Mbabvi Health Centre,Lilongwe,,,-13.925338,33.67022597,community_hospital,public,32252,100,delivery,both,grid,more_than_16,not_available,not_available,no,yes,temperate,4,1,collected,15,MARY NUMDWE,default,COMPLETE,2016-07-11T16:01:59.042000000,anonymous,,,
184,,1006-0023,Dzenza Health Centre,Lilongwe,,,-13.87355402,33.74625909,community_hospital,faithbased,26447,100,delivery,both,grid,more_than_16,not_available,not_available,yes,yes,temperate,4,1,collected,10,EDITH LOWE,default,COMPLETE,2016-07-11T16:01:59.044000000,anonymous,,,
185,,1006-0024,Daeyang Luke Hospital,Lilongwe,,,-13.87354658,33.80833659,rural_hospital,faithbased,40050,10,delivery,both,grid,more_than_16,not_available,not_available,yes,yes,temperate,4,1,collected,6,M. KANSONGO,default,COMPLETE,2016-07-11T16:01:59.047000000,anonymous,,,
186,,1006-0025,Lilongwe City Clinic,Lilongwe,,,-13.98648779,33.77003721,health_center,other,783388,100,delivery,none,grid,more_than_16,not_available,not_available,yes,yes,temperate,4,1,collected,3,OLIVE KWAPATA,default,COMPLETE,2016-07-11T16:01:59.049000000,anonymous,,,
187,,1006-0026,Sos Clinic,Lilongwe,,,-14.0169856,33.79197378,community_hospital,faithbased,692,100,delivery,static,grid,more_than_16,not_available,not_available,yes,yes,temperate,4,1,collected,3,WL CHAWEZA,default,COMPLETE,2016-07-11T16:01:59.051000000,anonymous,,,
188,,1006-0027,Diamphwe Health Centre,Lilongwe,,,-14.13161473,34.08084784,community_hospital,public,15310,100,delivery,both,grid,more_than_16,not_available,not_available,yes,yes,temperate,4,1,collected,20,MM PEZEMMAWA,default,COMPLETE,2016-07-11T16:01:59.016000000,anonymous,,,
189,,1006-0028,Mtenthera Health Centre,Lilongwe,,,-14.10613401,34.00466029,community_hospital,public,52699,100,delivery,both,grid,more_than_16,not_available,not_available,yes,yes,temperate,4,1,collected,16,FK MBUNA,default,COMPLETE,2016-07-11T16:01:59.017000000,anonymous,,,
190,,1006-0029,Chitekwere Health Post,Lilongwe,,,-13.96597241,34.09536395,dispensary,public,9180,100,delivery,both,grid,more_than_16,not_available,not_available,yes,yes,temperate,4,1,collected,35,AARON JACKSON,default,COMPLETE,2016-07-11T16:01:59.019000000,anonymous,,,
191,,1006-0030,Chimbalanga Health Centre,Lilongwe,,,-13.9336605,34.12335852,community_hospital,public,24477,100,delivery,both,none,none,not_available,irregular,yes,yes,temperate,4,1,collected,41,MCDONALD KATSATENI,default,COMPLETE,2016-07-11T16:01:59.022000000,anonymous,,,
192,,1006-0031,Nkhoma Ccap Hospital,Lilongwe,,,-14.04113744,34.10285977,rural_hospital,faithbased,52390,10,delivery,both,grid,more_than_16,not_available,not_available,yes,yes,temperate,4,1,collected,32,BEATRICE KABOTA,default,COMPLETE,2016-07-11T16:01:59.023000000,anonymous,,,
193,,1006-0032,Matapila Health Centre,Lilongwe,,,-14.00841891,33.97439175,community_hospital,public,25367,100,delivery,both,grid,more_than_16,not_available,not_available,yes,yes,temperate,4,1,collected,18,NYADANI MWALE,default,COMPLETE,2016-07-11T16:01:59.025000000,anonymous,,,
194,,1006-0033,Nanthenje Health Centre,Lilongwe,,,-14.0822452,33.90740448,community_hospital,public,58705,100,delivery,both,grid,more_than_16,not_available,not_available,yes,yes,temperate,4,1,collected,15,TIMOTHY SYMON,default,COMPLETE,2016-07-11T16:01:59.027000000,anonymous,,,
195,,1006-0034,Chanza Health Centre,Lilongwe,,,-14.14468871,33.84087007,community_hospital,public,44646,100,delivery,both,none,none,not_available,available,yes,yes,temperate,4,1,collected,15,FRAZER MANDWE,default,COMPLETE,2016-07-11T16:01:59.029000000,anonymous,,,
196,,1006-0035,Maluwa Health Centre,Lilongwe,,,-14.26020774,33.87291538,community_hospital,public,22039,100,delivery,both,none,none,not_available,irregular,no,yes,temperate,4,1,collected,19,CATHERINE MWAIPINGA,default,COMPLETE,2016-07-11T16:01:59.031000000,anonymous,,,
197,,1006-0036,Kachale Health Centre,Lilongwe,,,-14.28092832,33.9070733,community_hospital,public,19835,100,delivery,both,none,none,not_available,irregular,yes,yes,temperate,4,1,collected,21,FS MASINA,default,COMPLETE,2016-07-11T16:01:59.033000000,anonymous,,,
198,,1006-0037,Bunda College Health Centre,Lilongwe,,,-14.17767624,33.7747182,community_hospital,public,4632,100,delivery,both,grid,more_than_16,not_available,not_available,yes,yes,temperate,4,1,collected,6,ROSE SHONGA,default,COMPLETE,2016-07-11T16:01:59.035000000,anonymous,,,
199,,1006-0038,Mkwinda Health Post,Lilongwe,,,-14.17485147,33.74747473,dispensary,public,27314,100,delivery,both,none,none,not_available,irregular,yes,yes,temperate,4,1,collected,15,THKOZANI JULIAS,default,COMPLETE,2016-07-11T16:01:59.040000000,anonymous,,,
200,,1006-0039,Mlale Rural Hospital,Lilongwe,,,-14.22744643,33.75530311,rural_hospital,faithbased,44247,10,delivery,both,grid,more_than_16,not_available,not_available,yes,yes,temperate,4,1,collected,6,JOYLET ZULU,default,COMPLETE,2016-07-11T16:01:59.042000000,anonymous,,,
201,,1006-0040,Mitundu Rural Hospital,Lilongwe,,,-14.24570475,33.7737262,district_hospital,public,112399,10,delivery,both,grid,more_than_16,not_available,unknown,yes,yes,temperate,4,1,collected,36,JOHN K. KAMPULAZI,default,COMPLETE,2016-07-11T16:01:59.044000000,anonymous,,,
202,,1006-0041,Kambanizinthe Health Post,Lilongwe,,,-14.35160197,33.71034151,dispensary,public,13000,100,delivery,both,none,none,not_available,not_available,yes,yes,temperate,4,1,collected,10,JACKSON MSONTHE,default,COMPLETE,2016-07-11T16:01:59.047000000,anonymous,,,
203,,1006-0042,Chiunjiza Health Centre,Lilongwe,,,-14.40284409,33.66790868,community_hospital,public,35263,100,delivery,both,none,none,not_available,irregular,yes,yes,temperate,4,1,collected,31,BM MAMTO,default,COMPLETE,2016-07-11T16:01:59.049000000,anonymous,,,
204,,1006-0043,Dickson Health Centre,Lilongwe,,,-14.26373634,33.65807855,community_hospital,public,40000,100,delivery,both,grid,fewer_than_4,irregular,not_available,yes,yes,temperate,4,1,collected,17,REK MTSOTSOLO,default,COMPLETE,2016-07-11T16:01:59.051000000,anonymous,,,
205,,1006-0044,Mikolongwe Health Centre,Lilongwe,,,-14.1658983,33.63876294,community_hospital,faithbased,67125,100,delivery,both,grid,fewer_than_4,not_available,not_available,yes,yes,temperate,4,1,collected,30,JAMES CHADZA,default,COMPLETE,2016-07-11T16:01:59.016000000,anonymous,,,
206,,1006-0045,Ndaula,Lilongwe,,,-13.68352186,33.505973,community_hospital,public,31867,100,delivery,both,none,none,not_available,irregular,yes,yes,temperate,4,1,collected,22,MAYAMIKO CHIKOTI,default,COMPLETE,2016-07-11T16:01:59.017000000,anonymous,,,
207,,1006-0046,Mbang'Ombe 2,Lilongwe,,,-14.16685686,33.37853606,community_hospital,public,19835,100,delivery,both,none,none,not_available,available,yes,yes,temperate,4,1,collected,22,PAUL CHIBAKUWA,default,COMPLETE,2016-07-11T16:01:59.019000000,anonymous,,,
208,,1006-0047,Ming'Ongo,Lilongwe,,,-14.07204477,33.44751652,community_hospital,public,23415,100,delivery,both,none,none,not_available,available,yes,yes,temperate,4,1,collected,10,,default,COMPLETE,2016-07-11T16:01:59.022000000,anonymous,,,
209,,1006-0048,Nthondo,Lilongwe,,,-14.02898758,33.44781259,community_hospital,public,38912,100,delivery,static,none,none,not_available,not_available,yes,yes,temperate,4,1,collected,7,JASSON PHILLIP,default,COMPLETE,2016-07-11T16:01:59.023000000,anonymous,,,
210,,1006-0049,Gabriel Mission Hospital,Lilongwe,,,-13.98155154,33.35065745,rural_hospital,faithbased,15427,10,delivery,both,grid,more_than_16,not_available,not_available,yes,yes,temperate,4,1,delivered,15,DENIS KAMWANI,default,COMPLETE,2016-07-11T16:01:59.025000000,anonymous,,,
211,,1006-0050,Chileka,Lilongwe,,,-14.01820987,33.38463465,community_hospital,public,31690,100,delivery,both,grid,more_than_16,not_available,not_available,yes,no,temperate,4,1,collected,52,TINA MALAKA,default,COMPLETE,2016-07-11T16:01:59.027000000,anonymous,,,
212,,1006-0051,Mbwatalika,Lilongwe,,,-14.0009376,33.5501065,community_hospital,faithbased,15149,100,delivery,both,none,none,not_available,available,yes,yes,temperate,4,1,collected,12,BRIGHTON KHAWENI,default,COMPLETE,2016-07-11T16:01:59.029000000,anonymous,,,
213,,1006-0052,Chitedze,Lilongwe,,,-13.97427587,33.64486018,community_hospital,public,51200,100,delivery,both,grid,more_than_16,not_available,not_available,yes,yes,temperate,4,1,collected,24,KEZIA KALIMA,default,COMPLETE,2016-07-11T16:01:59.031000000,anonymous,,,
214,,1006-0053,Lemwe,Lilongwe,,,-13.88274126,33.29632821,community_hospital,public,19393,100,delivery,both,none,none,not_available,available,yes,yes,temperate,4,1,collected,19,CHECKSFORD MOSES,default,COMPLETE,2016-07-11T16:01:59.033000000,anonymous,,,
215,,1006-0054,Chilobwe,Lilongwe,,,-13.85201023,33.37368982,community_hospital,public,9300,100,delivery,both,none,none,not_available,not_available,yes,yes,temperate,4,1,collected,11,INESS KACHINGWALI,default,COMPLETE,2016-07-11T16:01:59.035000000,anonymous,,,
216,,1006-0055,Khongoni,Lilongwe,,,-13.77189958,33.36691085,community_hospital,public,25800,100,delivery,both,none,none,not_available,available,yes,yes,temperate,4,1,collected,9,CHARLES MKWAMBA,default,COMPLETE,2016-07-11T16:01:59.040000000,anonymous,,,
217,,1006-0056,Malembo,Lilongwe,,,-13.61739667,33.41383816,community_hospital,public,25033,100,delivery,both,none,none,not_available,available,yes,yes,temperate,4,1,collected,27,BICKSON NKHATA,default,COMPLETE,2016-07-11T16:01:59.042000000,anonymous,,,
218,,1006-0057,Chikowa,Lilongwe,,,-13.72674636,33.45745312,community_hospital,public,57302,100,delivery,both,none,none,not_available,irregular,yes,yes,temperate,4,1,collected,13,N.P. KAMLOTA,default,COMPLETE,2016-07-11T16:01:59.044000000,anonymous,,,
219,,1006-0058,Chiwe,Lilongwe,,,-13.90485898,33.39737743,community_hospital,faithbased,13392,100,delivery,both,none,none,not_available,irregular,yes,yes,temperate,4,1,collected,13,BONNY SANDKIM,default,COMPLETE,2016-07-11T16:01:59.047000000,anonymous,,,
220,,1006-0059,Chimwala Clinic,Lilongwe,,,-14.04856339,33.79293424,community_hospital,faithbased,30601,100,delivery,both,grid,more_than_16,not_available,not_available,yes,yes,temperate,4,1,collected,11,MCKINGLEY KAPULULA,default,COMPLETE,2016-07-11T16:01:59.049000000,anonymous,,,
221,,1006-0060,African Bible College,Lilongwe,,,-13.96585682,33.74053755,rural_hospital,faithbased,6840,10,delivery,both,grid,more_than_16,not_available,not_available,yes,yes,temperate,4,1,collected,7,ALICE CHIPHWANYA,default,COMPLETE,2016-07-11T16:01:59.051000000,anonymous,,,
222,,1006-0061,Dr David Livingstone Memorial Private Clinic,Lilongwe,,,-13.97890109,33.78728824,community_hospital,private,3200,100,delivery,static,grid,more_than_16,not_available,not_available,yes,yes,temperate,4,1,collected,4,NELSON KADAMMANJA,default,COMPLETE,2016-07-11T16:01:59.016000000,anonymous,,,
223,,1006-0062,Kamuzu Central Hospital,Lilongwe,,,-13.9741,33.78455,district_vaccine_store,public,42000,10,delivery,static,grid,more_than_16,not_available,not_available,yes,no,temperate,4,1,collected,4,A.O. KANGULU,default,COMPLETE,2016-07-11T16:01:59.017000000,anonymous,,,
224,,1006-0063,National Vaccine Store,Lilongwe,,,-13.99345387,33.75718104,national_vaccine_store,public,14205245,100,depot,none,grid,more_than_16,unknown,unknown,yes,yes,temperate,24,8,delivered,0,D. MWANZA,default,COMPLETE,2016-07-11T16:01:59.019000000,anonymous,,,
225,,1006-0064,Central Regional Vaccine Store,Lilongwe,,,-13.99345387,33.75718104,national_vaccine_store,public,6014324,100,depot,none,grid,more_than_16,unknown,not_available,yes,yes,temperate,4,1,collected,0,ECN SOKO,default,COMPLETE,2016-07-11T16:01:59.022000000,anonymous,,,
226,,1007-0000,Kaigwazanga Health Centre,Mchinji,,,-13.6241232,32.92765616,community_hospital,public,23543,100,delivery,both,none,none,unknown,available,yes,yes,temperate,4,1,delivered,23,S. M. KUWANI,default,COMPLETE,2016-07-11T16:01:59.023000000,anonymous,,,
227,,1007-0001,Mphanga Health Post,Mchinji,,,-13.75249705,33.25873756,dispensary,public,4673,100,delivery,both,none,none,unknown,available,yes,yes,temperate,4,1,collected,12,F . NTHANI,default,COMPLETE,2016-07-11T16:01:59.025000000,anonymous,,,
228,,1007-0002,Kazila Health Post,Mchinji,,,-13.70626682,33.25671699,dispensary,public,8910,100,delivery,both,none,none,irregular,not_available,yes,yes,temperate,4,1,delivered,14,T. KACHERE,default,COMPLETE,2016-07-11T16:01:59.027000000,anonymous,,,
229,,1007-0003,Mikundi Health Centre,Mchinji,,,-13.70521351,33.13743085,community_hospital,public,51636,100,delivery,both,none,none,not_available,available,yes,yes,temperate,4,1,delivered,47,C. K. NG'OMA,default,COMPLETE,2016-07-11T16:01:59.029000000,anonymous,,,
230,,1007-0004,Gumba Dispensary,Mchinji,,,-13.41855881,33.1106443,health_center,public,12680,100,delivery,both,none,none,unknown,available,yes,yes,temperate,4,1,delivered,71,A. S. K. MOYONSANA,default,COMPLETE,2016-07-11T16:01:59.031000000,anonymous,,,
231,,1007-0005,Peter Health Post,Mchinji,,,-13.54718248,33.02512041,dispensary,public,1445,100,delivery,both,none,none,not_available,available,yes,yes,temperate,4,1,collected,25,S. KAOMBE,default,COMPLETE,2016-07-11T16:01:59.033000000,anonymous,,,
232,,1007-0006,Kazyozyo Dispensary,Mchinji,,,-13.57278122,32.86320031,health_center,public,15233,100,delivery,both,none,none,not_available,available,yes,yes,temperate,4,1,delivered,36,M. MANKHWAZI,default,COMPLETE,2016-07-11T16:01:59.035000000,anonymous,,,
233,,1007-0007,Mchinji District Vaccine Store,Mchinji,,,-13.80008691,32.88632867,regional_vaccine_store,public,506194,100,depot,none,grid,more_than_16,not_available,available,yes,yes,temperate,4,1,collected,110,P.Y.T. MWALWANDA,default,COMPLETE,2016-07-11T16:01:59.040000000,anonymous,,,
234,,1007-0008,Nkhwazi Health Centre,Mchinji,,,-13.92093766,33.22583066,community_hospital,public,45040,100,delivery,both,none,none,not_available,available,yes,yes,temperate,4,1,delivered,45,M. NAMKUMBA,default,COMPLETE,2016-07-11T16:01:59.042000000,anonymous,,,
235,,1007-0009,Mchinji District Hospital,Mchinji,,,-13.80008691,32.88632867,central_hospital,public,49405,10,delivery,both,grid,8_to_16,not_available,not_available,yes,yes,temperate,1,1,collected,0.2,L. PHIRI,default,COMPLETE,2016-07-11T16:01:59.044000000,anonymous,,,
236,,1007-0010,Tsekwe Health Post,Mchinji,,,-13.46842838,33.14467663,dispensary,public,5526,100,delivery,both,none,none,irregular,not_available,yes,yes,temperate,4,1,collected,13,K.M. CHIMBATATA,default,COMPLETE,2016-07-11T16:01:59.047000000,anonymous,,,
237,,1007-0011,Tembwe Health Centre,Mchinji,,,-13.89832991,33.06140426,community_hospital,public,35799,100,delivery,both,grid,fewer_than_4,not_available,not_available,yes,yes,temperate,4,1,delivered,26,,default,COMPLETE,2016-07-11T16:01:59.049000000,anonymous,,,
238,,1007-0012,Ludzi Community Hospital,Mchinji,,,-13.75582456,32.99195218,hospital,faithbased,28487,10,delivery,both,grid,fewer_than_4,not_available,not_available,yes,yes,temperate,4,1,delivered,16,P. CHIKHASU,default,COMPLETE,2016-07-11T16:01:59.051000000,anonymous,,,
239,,1007-0013,Mkanda Health Centre,Mchinji,,,-13.51167126,32.95993159,community_hospital,public,42528,100,delivery,both,none,none,not_available,available,yes,yes,temperate,4,1,delivered,42,F .M. B. KATOLE,default,COMPLETE,2016-07-11T16:01:59.016000000,anonymous,,,
240,,1007-0014,Chimwankango Dispensary,Mchinji,,,-13.40197203,32.99276769,health_center,public,9210,100,delivery,both,none,none,irregular,not_available,yes,yes,temperate,4,1,delivered,55,A . NACHONGO,default,COMPLETE,2016-07-11T16:01:59.017000000,anonymous,,,
241,,1007-0015,Chipumi Health Centre,Mchinji,,,-13.62256546,33.08040514,community_hospital,public,23481,100,delivery,both,grid,fewer_than_4,not_available,not_available,yes,no,temperate,4,1,delivered,47,J. N. GESMAN,default,COMPLETE,2016-07-11T16:01:59.019000000,anonymous,,,
242,,1007-0016,Kapiri Our Lady Of Mount Carmel Community Hospital,Mchinji,,,-13.55948483,33.17279234,hospital,faithbased,47771,10,delivery,both,grid,fewer_than_4,not_available,not_available,yes,yes,temperate,4,1,delivered,57,S. M. KACHULE,default,COMPLETE,2016-07-11T16:01:59.022000000,anonymous,,,
243,,1007-0017,Chioshya Health Centre,Mchinji,,,-13.79328769,33.17459123,community_hospital,public,26323,100,delivery,both,none,none,irregular,available,yes,yes,temperate,4,1,delivered,25,E. KAMUNGOLA,default,COMPLETE,2016-07-11T16:01:59.023000000,anonymous,,,
244,,1007-0018,Kochilira Rural Hospital,Mchinji,,,-13.77970126,33.0432406,district_hospital,public,37800,10,delivery,both,grid,fewer_than_4,not_available,not_available,yes,yes,temperate,4,1,delivered,24.5,,default,COMPLETE,2016-07-11T16:01:59.025000000,anonymous,,,
245,,1007-0019,St Michael Guillem Community Hospital,Mchinji,,,-13.88727677,33.07477562,hospital,faithbased,14370,10,delivery,both,grid,fewer_than_4,not_available,not_available,yes,yes,temperate,4,1,delivered,28,T. CHIKALIPO,default,COMPLETE,2016-07-11T16:01:59.027000000,anonymous,,,
246,,1007-0020,Kapanga Health Centre,Mchinji,,,-14.05722991,33.30533198,community_hospital,public,39449,100,delivery,both,none,none,not_available,available,yes,yes,temperate,4,1,delivered,61,MARY NYONI,default,COMPLETE,2016-07-11T16:01:59.029000000,anonymous,,,
247,,1007-0021,Waliranji Health Post,Mchinji,,,-13.96826151,33.27180912,dispensary,public,2329,100,delivery,none,none,none,irregular,not_available,yes,yes,temperate,4,1,delivered,50,A. KACHEPA,default,COMPLETE,2016-07-11T16:01:59.031000000,anonymous,,,
248,,1008-0000,Ntcheu  Hospital,Ntcheu,,,-14.81436529,34.63735666,central_hospital,public,33567,10,delivery,both,grid,more_than_16,not_available,unknown,yes,yes,temperate,2,1,collected,0.02,R. FELESI,default,COMPLETE,2016-07-11T16:01:59.033000000,anonymous,,,
249,,1008-0001,Chiole Health Centre,Ntcheu,,,-14.79657694,34.64894659,community_hospital,faithbased,5840,100,delivery,both,grid,more_than_16,not_available,not_available,yes,yes,temperate,4,1,collected,5,E. CHIKOTI,default,COMPLETE,2016-07-11T16:01:59.035000000,anonymous,,,
250,,1008-0002,Dzonzi Mvai Dispensary,Ntcheu,,,-14.94567217,34.64219657,health_center,public,4457,100,delivery,both,none,none,not_available,irregular,yes,yes,temperate,6,1,both,23,ROBERT MAKHAMBERA,default,COMPLETE,2016-07-11T16:01:59.040000000,anonymous,,,
251,,1008-0003,Nsipe Health Centre,Ntcheu,,,-14.86167083,34.75126307,community_hospital,faithbased,20120,100,delivery,both,grid,more_than_16,not_available,not_available,yes,yes,temperate,4,1,delivered,16,DAVE PATSANJE,default,COMPLETE,2016-07-11T16:01:59.042000000,anonymous,,,
252,,1008-0004,Dzunje Health Centre,Ntcheu,,,-14.80508065,34.73524777,community_hospital,public,30405,100,delivery,both,none,none,irregular,irregular,yes,yes,temperate,5,1,delivered,12,THANDIE MTALIMANJA,default,COMPLETE,2016-07-11T16:01:59.044000000,anonymous,,,
253,,1008-0005,Chikande Health Centre,Ntcheu,,,-14.77017083,34.90673739,community_hospital,public,15592,100,delivery,both,none,none,unknown,available,yes,yes,temperate,4,1,delivered,50,ROSE KAKHOME,default,COMPLETE,2016-07-11T16:01:59.047000000,anonymous,,,
254,,1008-0006,Bilira Health Centre,Ntcheu,,,-14.82215817,34.85058977,community_hospital,public,43789,100,delivery,both,none,none,unknown,not_available,yes,yes,temperate,4,1,delivered,42,ROSE R. MORRIS,default,COMPLETE,2016-07-11T16:01:59.049000000,anonymous,,,
255,,1008-0007,Bwanje Health Centre,Ntcheu,,,-14.64617478,34.7740089,community_hospital,public,26527,100,delivery,both,none,none,unknown,available,yes,yes,temperate,4,1,delivered,60,EMILY MAKINA,default,COMPLETE,2016-07-11T16:01:59.051000000,anonymous,,,
256,,1008-0008,Champiti Health Centre,Ntcheu,,,-14.89979926,34.73122721,community_hospital,public,10999,100,delivery,both,none,none,irregular,available,yes,yes,temperate,5,1,delivered,15,JONAH J.L. CHILEWANI,default,COMPLETE,2016-07-11T16:01:59.016000000,anonymous,,,
257,,1008-0009,Kapeni Health Centre,Ntcheu,,,-15.0021511,34.76997481,community_hospital,public,11598,100,delivery,both,none,none,not_available,available,yes,yes,temperate,4,1,delivered,35,FRANCIS BINGALASON,default,COMPLETE,2016-07-11T16:01:59.017000000,anonymous,,,
258,,1008-0010,Phanga Health Centre,Ntcheu,,,-14.34225605,34.71938302,community_hospital,public,3351,100,delivery,both,none,none,irregular,available,yes,yes,temperate,4,1,delivered,130,JOHN HAWA,default,COMPLETE,2016-07-11T16:01:59.019000000,anonymous,,,
259,,1008-0011,Manjawira Health Centre,Ntcheu,,,-15.00548024,34.8591035,community_hospital,public,5921,100,delivery,both,none,none,not_available,irregular,yes,yes,temperate,4,1,delivered,46,PATRICK KABAMBE,default,COMPLETE,2016-07-11T16:01:59.022000000,anonymous,,,
260,,1008-0012,Sister Tereza Community Hospital,Ntcheu,,,-14.99630533,34.82700421,hospital,faithbased,4832,10,delivery,both,grid,more_than_16,not_available,not_available,yes,yes,temperate,5,1,delivered,58,CLEMENT MAFULA,default,COMPLETE,2016-07-11T16:01:59.023000000,anonymous,,,
261,,1008-0013,Senzani Health Centre,Ntcheu,,,-15.07584084,34.85712786,community_hospital,faithbased,12805,100,delivery,both,grid,more_than_16,not_available,not_available,yes,yes,temperate,4,1,delivered,58,ALINAFE GOLOMBE,default,COMPLETE,2016-07-11T16:01:59.025000000,anonymous,,,
262,,1008-0014,Machereza Health Post,Ntcheu,,,-15.20388898,34.84688152,dispensary,public,6440,100,delivery,both,none,none,not_available,irregular,yes,yes,temperate,4,1,both,76,DAVID GA BLIERE LAMBOLEN,default,COMPLETE,2016-07-11T16:01:59.027000000,anonymous,,,
263,,1008-0015,Namisu Health Centre,Ntcheu,,,-15.08071189,34.78056631,community_hospital,public,4800,100,delivery,both,none,none,irregular,irregular,yes,yes,temperate,5,1,delivered,48,L. JUSTEN,default,COMPLETE,2016-07-11T16:01:59.029000000,anonymous,,,
264,,1008-0016,Likudzi Health Post,Ntcheu,,,-15.10752117,34.8287153,dispensary,public,1400,100,delivery,both,none,none,not_available,irregular,yes,yes,temperate,4,1,delivered,57,LISTEN JASTEN,default,COMPLETE,2016-07-11T16:01:59.031000000,anonymous,,,
265,,1008-0017,Nzama Health Centre,Ntcheu,,,-14.8908418,34.58521863,community_hospital,faithbased,10813,100,delivery,both,none,none,not_available,not_available,yes,yes,temperate,5,1,delivered,24,LEYA BANDA,default,COMPLETE,2016-07-11T16:01:59.033000000,anonymous,,,
266,,1008-0018,Nsiyaludzu Health Centre,Ntcheu,,,-14.93391579,34.87345056,community_hospital,public,28161,100,delivery,both,grid,more_than_16,unknown,unknown,yes,yes,temperate,4,1,both,14,M. H. KANGUWO,default,COMPLETE,2016-07-11T16:01:59.035000000,anonymous,,,
267,,1008-0019,Katsekera Health Centre,Ntcheu,,,-15.03078782,34.64027923,community_hospital,public,15422,100,delivery,both,none,none,not_available,available,yes,yes,temperate,4,1,delivered,59,LOVEMORE MWENYE,default,COMPLETE,2016-07-11T16:01:59.040000000,anonymous,,,
268,,1008-0020,Doviko Health Centre,Ntcheu,,,-15.07956232,34.59003162,community_hospital,public,7480,100,delivery,both,none,none,not_available,available,yes,yes,temperate,4,1,delivered,65,BONIFACE MANGANI,default,COMPLETE,2016-07-11T16:01:59.042000000,anonymous,,,
269,,1008-0021,Matanda Health Centre,Ntcheu,,,-15.10264748,34.66763106,community_hospital,faithbased,7166,100,delivery,both,none,none,not_available,irregular,yes,yes,temperate,5,1,delivered,69,FRACKSON E. MADZIAKATAYIKA,default,COMPLETE,2016-07-11T16:01:59.044000000,anonymous,,,
270,,1008-0022,Kampanje Health Centre,Ntcheu,,,-14.59630163,34.58608631,community_hospital,public,9310,100,delivery,both,none,none,not_available,irregular,yes,yes,temperate,5,1,delivered,20,CHARLES H.M. SINGANO,default,COMPLETE,2016-07-11T16:01:59.047000000,anonymous,,,
271,,1008-0023,Kandeu Health Centre,Ntcheu,,,-14.60039236,34.61561216,community_hospital,public,19479,100,delivery,both,none,none,not_available,irregular,yes,yes,temperate,4,1,delivered,30,EVANCE BARTON,default,COMPLETE,2016-07-11T16:01:59.049000000,anonymous,,,
272,,1008-0024,Gowa Health Centre,Ntcheu,,,-14.69634604,34.58907158,community_hospital,faithbased,12250,100,delivery,both,none,none,irregular,unknown,yes,yes,temperate,5,1,delivered,25,DAMBOMANUEL DICKSON,default,COMPLETE,2016-07-11T16:01:59.051000000,anonymous,,,
