_conflict_type,_default_access,_form_id,_group_modify,_group_privileged,_group_read_only,_id,_locale,_row_etag,_row_owner,_savepoint_creator,_savepoint_timestamp,_savepoint_type,_sync_state,facility_row_id,functional_status,maintenance_priority,model_row_id,power_source,reason_not_working,refrigerator_id,tracking_id,utilization,voltage_regulator,year_installed
,HIDDEN,,GROUP_REGION_CENTRAL_EAST,GROUP_ADMIN,GROUP_REGION_CENTRAL,R122,default,uuid:147b5b3d-3b36-41b4-bf68-7e8a3b8ca11e,,anonymous,2016-07-11T16:01:59.019000000,COMPLETE,new_row,H101,not_functioning,low,M31,unknown,"[""awaiting_decomissioning""]",R122,3299,installed_not_in_use,unknown,2015
,HIDDEN,,GROUP_REGION_CENTRAL_EAST,GROUP_ADMIN,GROUP_REGION_CENTRAL,R126,default,uuid:3774377d-c9df-4855-a112-5368db1ea70e,,anonymous,2016-07-11T16:01:59.027000000,COMPLETE,new_row,H103,functioning,not_applicable,M32,solar,"[""not_applicable""]",R126,930369,installed_in_use,unknown,2016
,HIDDEN,,GROUP_REGION_CENTRAL_EAST,GROUP_ADMIN,GROUP_REGION_CENTRAL,R125,default,uuid:a1b8e006-a99b-49aa-b3d3-5ca7f179d9e7,,anonymous,2016-07-11T16:01:59.025000000,COMPLETE,new_row,H102,not_functioning,low,M54,unknown,"[""awaiting_decomissioning""]",R125,80200061,installed_not_in_use,unknown,2008
,HIDDEN,,GROUP_REGION_CENTRAL_EAST,GROUP_ADMIN,GROUP_REGION_CENTRAL,R124,default,uuid:5dd465f7-0673-484e-8c4d-7e2686c44ee0,,anonymous,2016-07-11T16:01:59.023000000,COMPLETE,new_row,H102,functioning,not_applicable,M32,solar,"[""not_applicable""]",R124,950562,installed_in_use,unknown,2016
,HIDDEN,,GROUP_REGION_CENTRAL_EAST,GROUP_ADMIN,GROUP_REGION_CENTRAL,R123,default,uuid:0888a00b-b8a8-41d0-ab47-ac4110207e23,,anonymous,2016-07-11T16:01:59.022000000,COMPLETE,new_row,H101,not_functioning,high,M52,unknown,"[""lack_of_power""]",R123,22400031,installed_not_in_use,unknown,2011
,HIDDEN,,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,R331,default,uuid:1e14f8d8-6e4e-45fa-ab35-a65aca67d03d,,anonymous,2016-07-11T16:01:59.029000000,COMPLETE,new_row,H686,functioning,not_applicable,M19,electricity,"[""not_applicable""]",R331,BT004,installed_in_use,unknown,2009
,HIDDEN,,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,R330,default,uuid:88446a32-b7dc-4e69-bd14-acda6099cd0c,,anonymous,2016-07-11T16:01:59.027000000,COMPLETE,new_row,H685,not_functioning,not_applicable,M19,electricity,"[""not_applicable""]",R330,BT003,installed_in_use,unknown,2005
,HIDDEN,,GROUP_REGION_NORTH,GROUP_ADMIN,GROUP_REGION_NORTH,R129,default,uuid:bc285bd1-27b2-4290-b185-f59a418036f3,,anonymous,2016-07-11T16:01:59.033000000,COMPLETE,new_row,H457,functioning,not_applicable,M11,electricity,"[""not_applicable""]",R129,20011902029,installed_in_use,unknown,2014
,HIDDEN,,GROUP_REGION_CENTRAL_EAST,GROUP_ADMIN,GROUP_REGION_CENTRAL,R128,default,uuid:58083d67-a9c3-4705-b0fd-c026454bf9dc,,anonymous,2016-07-11T16:01:59.031000000,COMPLETE,new_row,H104,functioning,not_applicable,M54,unknown,"[""not_applicable""]",R128,80200084,installed_in_use,unknown,2007
,HIDDEN,,GROUP_REGION_CENTRAL_EAST,GROUP_ADMIN,GROUP_REGION_CENTRAL,R127,default,uuid:0b71cd6e-9fdf-4159-af4b-0b81f9ed3452,,anonymous,2016-07-11T16:01:59.029000000,COMPLETE,new_row,H104,not_functioning,low,M52,unknown,"[""awaiting_decomissioning""]",R127,22400020,installed_not_in_use,unknown,2006
,HIDDEN,,GROUP_REGION_NORTH,GROUP_ADMIN,GROUP_REGION_NORTH,R1,default,uuid:c4bc4226-83e0-4d2c-a841-e1ce03c76570,,anonymous,2016-07-11T16:01:59.016000000,COMPLETE,new_row,H454,functioning,not_applicable,M19,electricity,"[""not_applicable""]",R1,22400041,installed_in_use,unknown,2011
,HIDDEN,,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,R329,default,uuid:8db7c432-7461-49be-958f-e630f7c2ae89,,anonymous,2016-07-11T16:01:59.025000000,COMPLETE,new_row,H684,not_functioning,medium,M19,electricity,"[""needs_spare_parts""]",R329,BT019,installed_not_in_use,unknown,2005
,HIDDEN,,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,R323,default,uuid:53a18ee2-2a4a-4239-baa7-e0a21cb30a4e,,anonymous,2016-07-11T16:01:59.051000000,COMPLETE,new_row,H678,not_functioning,medium,M58,unknown,"[""needs_spare_parts""]",R323,2212128,installed_not_in_use,unknown,2016
,HIDDEN,,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,R324,default,uuid:10501596-e69d-491c-b476-3cea1d5fb99f,,anonymous,2016-07-11T16:01:59.016000000,COMPLETE,new_row,H679,functioning,not_applicable,M19,electricity,"[""not_applicable""]",R324,BT010,installed_in_use,unknown,2017
,HIDDEN,,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,R321,default,uuid:c4609bbe-1152-45bb-803e-4e440d925ca7,,anonymous,2016-07-11T16:01:59.047000000,COMPLETE,new_row,H677,functioning,not_applicable,M19,electricity,"[""not_applicable""]",R321,BT012,installed_in_use,unknown,2004
,HIDDEN,,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,R322,default,uuid:dd3e8fc9-8b31-4023-b61e-5f7269071f3e,,anonymous,2016-07-11T16:01:59.049000000,COMPLETE,new_row,H677,functioning,not_applicable,M21,electricity,"[""not_applicable""]",R322,BT013,installed_in_use,unknown,2004
,HIDDEN,,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,R327,default,uuid:ba1bcadc-0a5b-4f4e-8fad-20d9c6e0023f,,anonymous,2016-07-11T16:01:59.022000000,COMPLETE,new_row,H682,functioning,not_applicable,M19,electricity,"[""not_applicable""]",R327,BT007,installed_in_use,unknown,2001
,HIDDEN,,GROUP_REGION_CENTRAL_WEST,GROUP_ADMIN,GROUP_REGION_CENTRAL,R132,default,uuid:bd3a845f-3844-4665-a2c5-cc208a810cf7,,anonymous,2016-07-11T16:01:59.042000000,COMPLETE,new_row,H226,functioning,not_applicable,M52,unknown,"[""not_applicable""]",R132,61000112,installed_in_use,unknown,2001
,HIDDEN,,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,R328,default,uuid:653e1afd-4a46-46ba-af72-f8e907d3c0d0,,anonymous,2016-07-11T16:01:59.023000000,COMPLETE,new_row,H683,not_functioning,not_applicable,M19,electricity,"[""not_applicable""]",R328,BT020,installed_in_use,unknown,2005
,HIDDEN,,GROUP_REGION_NORTH,GROUP_ADMIN,GROUP_REGION_NORTH,R133,default,uuid:faf107f7-efbe-43da-828b-f1ecd63c4141,,anonymous,2016-07-11T16:01:59.044000000,COMPLETE,new_row,H458,functioning,not_applicable,M8,electricity,"[""not_applicable""]",R133,2205038,installed_in_use,unknown,2015
,HIDDEN,,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,R325,default,uuid:cf2d1bea-7f7c-4aec-a3fa-f7c70f32ba53,,anonymous,2016-07-11T16:01:59.017000000,COMPLETE,new_row,H680,functioning,not_applicable,M19,electricity,"[""not_applicable""]",R325,IE91360006,installed_in_use,unknown,2009
,HIDDEN,,GROUP_REGION_NORTH,GROUP_ADMIN,GROUP_REGION_NORTH,R130,default,uuid:545a2cb8-813f-4a67-b5e1-99d8a105758e,,anonymous,2016-07-11T16:01:59.035000000,COMPLETE,new_row,H458,not_functioning,low,M64,electricity,"[""lack_of_tech_availability""]",R130,52611849,installed_not_in_use,unknown,2010
,HIDDEN,,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,R326,default,uuid:82251284-9f1e-4c07-ae33-720914ead68a,,anonymous,2016-07-11T16:01:59.019000000,COMPLETE,new_row,H681,functioning,not_applicable,M34,electricity,"[""not_applicable""]",R326,9431914,installed_in_use,unknown,2017
,HIDDEN,,GROUP_REGION_CENTRAL_WEST,GROUP_ADMIN,GROUP_REGION_CENTRAL,R131,default,uuid:8b90738a-1b70-4fea-aa9c-8e540ebb8adc,,anonymous,2016-07-11T16:01:59.040000000,COMPLETE,new_row,H226,functioning,not_applicable,M55,unknown,"[""not_applicable""]",R131,9420829,installed_in_use,unknown,2016
,HIDDEN,,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,R340,default,uuid:79137f36-d421-483f-8ca5-db9e58f6f958,,anonymous,2016-07-11T16:01:59.051000000,COMPLETE,new_row,H688,not_functioning,high,M51,unknown,"[""lack_of_power""]",R340,62400037,installed_not_in_use,unknown,2010
,HIDDEN,,GROUP_REGION_CENTRAL_WEST,GROUP_ADMIN,GROUP_REGION_CENTRAL,R139,default,uuid:abc8b481-e905-426d-a3e2-8cea17b6e6ae,,anonymous,2016-07-11T16:01:59.019000000,COMPLETE,new_row,H229,functioning,not_applicable,M52,unknown,"[""not_applicable""]",R139,61000158,installed_in_use,unknown,1996
,HIDDEN,,GROUP_REGION_CENTRAL_WEST,GROUP_ADMIN,GROUP_REGION_CENTRAL,R138,default,uuid:895acdbb-dd17-403a-a700-7cb2d59697d8,,anonymous,2016-07-11T16:01:59.017000000,COMPLETE,new_row,H228,not_functioning,medium,M58,unknown,"[""needs_spare_parts""]",R138,9401298,installed_not_in_use,unknown,2016
,HIDDEN,,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,R342,default,uuid:3a1f57eb-e924-4ede-b2a4-8a6fa8f0e95e,,anonymous,2016-07-11T16:01:59.017000000,COMPLETE,new_row,H688,functioning,not_applicable,M8,electricity,"[""not_applicable""]",R342,2205082,installed_in_use,unknown,2011
,HIDDEN,,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,R341,default,uuid:89f348a9-4ac7-48b4-a51e-192516648859,,anonymous,2016-07-11T16:01:59.016000000,COMPLETE,new_row,H688,functioning,not_applicable,M63,electricity,"[""not_applicable""]",R341,91093520,installed_in_use,unknown,1986
,HIDDEN,,GROUP_REGION_NORTH,GROUP_ADMIN,GROUP_REGION_NORTH,R135,default,uuid:f032f194-5ec2-4542-84ef-2d6b51ca3515,,anonymous,2016-07-11T16:01:59.049000000,COMPLETE,new_row,H458,functioning,not_applicable,M65,electricity,"[""not_applicable""]",R135,20011902066,installed_in_use,unknown,2014
,HIDDEN,,GROUP_REGION_NORTH,GROUP_ADMIN,GROUP_REGION_NORTH,R134,default,uuid:1c437b15-1a88-4b9e-ad0f-f1a011785043,,anonymous,2016-07-11T16:01:59.047000000,COMPLETE,new_row,H458,functioning,not_applicable,M65,electricity,"[""not_applicable""]",R134,20011902019,installed_in_use,unknown,2014
,HIDDEN,,GROUP_REGION_CENTRAL_WEST,GROUP_ADMIN,GROUP_REGION_CENTRAL,R137,default,uuid:8cf4244e-6cd6-45b9-9db7-1cddcd2b46e3,,anonymous,2016-07-11T16:01:59.016000000,COMPLETE,new_row,H227,not_functioning,medium,M55,unknown,"[""needs_spare_parts""]",R137,9460320,installed_not_in_use,unknown,2016
,HIDDEN,,GROUP_REGION_NORTH,GROUP_ADMIN,GROUP_REGION_NORTH,R136,default,uuid:2877a087-c511-4716-ba73-f9978ae2d4a3,,anonymous,2016-07-11T16:01:59.051000000,COMPLETE,new_row,H458,functioning,not_applicable,M63,electricity,"[""not_applicable""]",R136,9431944,installed_in_use,unknown,2010
,HIDDEN,,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,R336,default,uuid:8ae48c8b-47dd-4c5c-aac9-bb115c5d27ff,,anonymous,2016-07-11T16:01:59.042000000,COMPLETE,new_row,H688,not_functioning,high,M52,unknown,"[""lack_of_power""]",R336,61000162,installed_not_in_use,unknown,2009
,HIDDEN,,GROUP_REGION_CENTRAL_WEST,GROUP_ADMIN,GROUP_REGION_CENTRAL,R141,default,uuid:c9091156-9d19-4b62-b667-73e9f58dff2e,,anonymous,2016-07-11T16:01:59.023000000,COMPLETE,new_row,H231,functioning,not_applicable,M58,unknown,"[""not_applicable""]",R141,9460318,installed_in_use,unknown,2016
,HIDDEN,,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,R337,default,uuid:9ce55349-0309-43eb-9d4d-7f65d28bdaf0,,anonymous,2016-07-11T16:01:59.044000000,COMPLETE,new_row,H688,not_functioning,high,M51,unknown,"[""lack_of_power""]",R337,22500176,installed_not_in_use,unknown,2010
,HIDDEN,,GROUP_REGION_CENTRAL_WEST,GROUP_ADMIN,GROUP_REGION_CENTRAL,R142,default,uuid:72c40784-a8b7-4616-8a49-ec10c5a8e2a8,,anonymous,2016-07-11T16:01:59.025000000,COMPLETE,new_row,H232,functioning,not_applicable,M58,unknown,"[""not_applicable""]",R142,9420806,installed_in_use,unknown,2016
,HIDDEN,,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,R338,default,uuid:6d6d1560-9edc-4d97-b5cc-20fd0fe87cd0,,anonymous,2016-07-11T16:01:59.047000000,COMPLETE,new_row,H688,not_functioning,high,M47,unknown,"[""lack_of_power""]",R338,2212092,installed_not_in_use,unknown,2009
,HIDDEN,,GROUP_REGION_CENTRAL_WEST,GROUP_ADMIN,GROUP_REGION_CENTRAL,R143,default,uuid:fa18ad08-a9a2-4d91-b875-8008d30e06eb,,anonymous,2016-07-11T16:01:59.027000000,COMPLETE,new_row,H232,not_functioning,medium,M49,solar,"[""needs_spare_parts""]",R143,328A50056,installed_not_in_use,unknown,2010
,HIDDEN,,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,R339,default,uuid:2d5a3efa-2be5-481f-8268-8e890c607494,,anonymous,2016-07-11T16:01:59.049000000,COMPLETE,new_row,H688,functioning,not_applicable,M11,electricity,"[""not_applicable""]",R339,20011902032,installed_in_use,unknown,2002
,HIDDEN,,GROUP_REGION_CENTRAL_WEST,GROUP_ADMIN,GROUP_REGION_CENTRAL,R144,default,uuid:d53db0cc-ff93-469b-85c4-1afa07cff548,,anonymous,2016-07-11T16:01:59.029000000,COMPLETE,new_row,H233,functioning,not_applicable,M8,electricity,"[""not_applicable""]",R144,2215088,installed_in_use,unknown,2010
,HIDDEN,,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,R332,default,uuid:6c323167-67b3-4fac-9d4f-81416c683853,,anonymous,2016-07-11T16:01:59.031000000,COMPLETE,new_row,H687,functioning,not_applicable,M19,electricity,"[""not_applicable""]",R332,IE8150027,installed_in_use,unknown,2007
,HIDDEN,,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,R333,default,uuid:69e4dd71-e649-4928-b559-c7da7f3ae7cd,,anonymous,2016-07-11T16:01:59.033000000,COMPLETE,new_row,H688,not_functioning,high,M51,unknown,"[""lack_of_power""]",R333,22500106,installed_not_in_use,unknown,2008
,HIDDEN,,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,R334,default,uuid:dad39cf5-bca1-4a61-82d1-4899321ac0cd,,anonymous,2016-07-11T16:01:59.035000000,COMPLETE,new_row,H688,not_functioning,high,M46,unknown,"[""lack_of_power""]",R334,9420795,installed_not_in_use,unknown,2016
,HIDDEN,,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,R335,default,uuid:294ed72f-a55c-4dcb-848c-255df0906309,,anonymous,2016-07-11T16:01:59.040000000,COMPLETE,new_row,H688,not_functioning,high,M51,unknown,"[""lack_of_power""]",R335,4700318,installed_not_in_use,unknown,2008
,HIDDEN,,GROUP_REGION_CENTRAL_WEST,GROUP_ADMIN,GROUP_REGION_CENTRAL,R140,default,uuid:853f4e90-e185-45c3-8837-93822c1812c7,,anonymous,2016-07-11T16:01:59.022000000,COMPLETE,new_row,H230,functioning,not_applicable,M49,solar,"[""not_applicable""]",R140,328A50068,installed_in_use,unknown,2010
,HIDDEN,,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,R353,default,uuid:2664ecdd-3273-4d3b-803c-1373e7618257,,anonymous,2016-07-11T16:01:59.042000000,COMPLETE,new_row,H696,functioning,not_applicable,M19,electricity,"[""not_applicable""]",R353,CK007,installed_in_use,unknown,2005
,HIDDEN,,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,R352,default,uuid:39bd11b2-f28e-4ad3-976d-85aec52ad825,,anonymous,2016-07-11T16:01:59.040000000,COMPLETE,new_row,H695,functioning,not_applicable,M63,electricity,"[""not_applicable""]",R352,83418977,installed_not_in_use,unknown,2005
,HIDDEN,,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,R351,default,uuid:ec182f74-3ec9-4e22-9798-643e0d67253b,,anonymous,2016-07-11T16:01:59.035000000,COMPLETE,new_row,H695,functioning,not_applicable,M11,electricity,"[""not_applicable""]",R351,20011902077,installed_in_use,unknown,2012
,HIDDEN,,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,R350,default,uuid:9bd85ade-fe96-4d36-ad20-3d34582aab23,,anonymous,2016-07-11T16:01:59.033000000,COMPLETE,new_row,H694,not_functioning,medium,M11,electricity,"[""needs_spare_parts""]",R350,20011902047,installed_not_in_use,unknown,2013
,HIDDEN,,GROUP_REGION_CENTRAL_WEST,GROUP_ADMIN,GROUP_REGION_CENTRAL,R149,default,uuid:9cdd691b-f889-4ab3-9ee6-2c857d48bafa,,anonymous,2016-07-11T16:01:59.042000000,COMPLETE,new_row,H233,functioning,not_applicable,M11,electricity,"[""not_applicable""]",R149,20011902040,installed_in_use,unknown,2013
,HIDDEN,,GROUP_REGION_CENTRAL_WEST,GROUP_ADMIN,GROUP_REGION_CENTRAL,R148,default,uuid:442a241a-5ba6-4739-9972-8c68141d91a0,,anonymous,2016-07-11T16:01:59.040000000,COMPLETE,new_row,H234,functioning,not_applicable,M53,unknown,"[""not_applicable""]",R148,22000043,installed_in_use,unknown,2012
,HIDDEN,,GROUP_REGION_CENTRAL_WEST,GROUP_ADMIN,GROUP_REGION_CENTRAL,R147,default,uuid:d0407e6c-e685-4c79-8191-b16babcc6095,,anonymous,2016-07-11T16:01:59.035000000,COMPLETE,new_row,H233,not_functioning,medium,M34,electricity,"[""needs_spare_parts""]",R147,941961,installed_not_in_use,unknown,2016
,HIDDEN,,GROUP_REGION_CENTRAL_WEST,GROUP_ADMIN,GROUP_REGION_CENTRAL,R146,default,uuid:dc49d03e-fda7-4739-ac79-a632c4c267d9,,anonymous,2016-07-11T16:01:59.033000000,COMPLETE,new_row,H233,functioning,not_applicable,M15,electricity,"[""not_applicable""]",R146,20100820126,installed_in_use,unknown,2007
,HIDDEN,,GROUP_REGION_CENTRAL_WEST,GROUP_ADMIN,GROUP_REGION_CENTRAL,R145,default,uuid:41604cff-6705-43af-a38d-2b368823bce9,,anonymous,2016-07-11T16:01:59.031000000,COMPLETE,new_row,H233,not_functioning,low,M8,electricity,"[""lack_of_tech_availability""]",R145,2215054,installed_not_in_use,unknown,2010
,HIDDEN,,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,R349,default,uuid:abc1265c-13bb-48a8-82d9-a5d2cb52a83f,,anonymous,2016-07-11T16:01:59.031000000,COMPLETE,new_row,H694,functioning,not_applicable,M67,electricity,"[""not_applicable""]",R349,98270190,installed_in_use,unknown,2009
,HIDDEN,,GROUP_REGION_CENTRAL_WEST,GROUP_ADMIN,GROUP_REGION_CENTRAL,R154,default,uuid:d95419c4-abcf-40df-a5c8-86ebd6ee7cb5,,anonymous,2016-07-11T16:01:59.016000000,COMPLETE,new_row,H239,functioning,not_applicable,M51,unknown,"[""not_applicable""]",R154,22000225,installed_in_use,unknown,2014
,HIDDEN,,GROUP_REGION_CENTRAL_WEST,GROUP_ADMIN,GROUP_REGION_CENTRAL,R155,default,uuid:4db2bce6-cce2-4442-be64-83af31d9e68f,,anonymous,2016-07-11T16:01:59.017000000,COMPLETE,new_row,H240,functioning,not_applicable,M58,unknown,"[""not_applicable""]",R155,2212138,installed_in_use,unknown,2010
,HIDDEN,,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,R347,default,uuid:7782208a-32b7-4e54-ba39-2da26df16bda,,anonymous,2016-07-11T16:01:59.027000000,COMPLETE,new_row,H693,functioning,not_applicable,M46,unknown,"[""not_applicable""]",R347,2212114,installed_in_use,unknown,2016
,HIDDEN,,GROUP_REGION_CENTRAL_WEST,GROUP_ADMIN,GROUP_REGION_CENTRAL,R152,default,uuid:8825715e-d367-486f-b5e9-d52c04b46fb1,,anonymous,2016-07-11T16:01:59.049000000,COMPLETE,new_row,H237,functioning,not_applicable,M30,electricity,"[""not_applicable""]",R152,9431969,installed_in_use,unknown,2016
,HIDDEN,,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,R348,default,uuid:edcc4edb-2d6d-4312-9675-153d567687e9,,anonymous,2016-07-11T16:01:59.029000000,COMPLETE,new_row,H694,functioning,not_applicable,M34,electricity,"[""not_applicable""]",R348,9431986,installed_in_use,unknown,2017
,HIDDEN,,GROUP_REGION_CENTRAL_WEST,GROUP_ADMIN,GROUP_REGION_CENTRAL,R153,default,uuid:fa789e39-9073-471e-8e42-fa2d3d2961a5,,anonymous,2016-07-11T16:01:59.051000000,COMPLETE,new_row,H238,functioning,not_applicable,M58,unknown,"[""not_applicable""]",R153,9401287,installed_in_use,unknown,2016
,HIDDEN,,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,R345,default,uuid:cd88bb7d-3520-4906-8697-b31051f3c7bf,,anonymous,2016-07-11T16:01:59.023000000,COMPLETE,new_row,H691,functioning,not_applicable,M51,unknown,"[""not_applicable""]",R345,2200044,installed_in_use,unknown,2009
,HIDDEN,,GROUP_REGION_CENTRAL_WEST,GROUP_ADMIN,GROUP_REGION_CENTRAL,R150,default,uuid:4a4850e2-a979-4a96-bb6d-f8c73473387e,,anonymous,2016-07-11T16:01:59.044000000,COMPLETE,new_row,H236,not_functioning,low,M58,unknown,"[""awaiting_decomissioning""]",R150,2212139,installed_not_in_use,unknown,2007
,HIDDEN,,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,R346,default,uuid:272f820a-52a7-4ae0-877b-0100f1ef2e6a,,anonymous,2016-07-11T16:01:59.025000000,COMPLETE,new_row,H692,functioning,not_applicable,M46,unknown,"[""not_applicable""]",R346,9410768,installed_not_in_use,unknown,2016
,HIDDEN,,GROUP_REGION_CENTRAL_WEST,GROUP_ADMIN,GROUP_REGION_CENTRAL,R151,default,uuid:72c0b235-badb-4524-ad23-0330c51d4e3e,,anonymous,2016-07-11T16:01:59.047000000,COMPLETE,new_row,H237,functioning,not_applicable,M11,electricity,"[""not_applicable""]",R151,20011902055,installed_in_use,unknown,2013
,HIDDEN,,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,R343,default,uuid:0210b086-8849-4942-8461-0b30112a979a,,anonymous,2016-07-11T16:01:59.019000000,COMPLETE,new_row,H688,not_functioning,high,M11,electricity,"[""lack_of_power""]",R343,20011902001,installed_not_in_use,unknown,2002
,HIDDEN,,GROUP_REGION_CENTRAL_WEST,GROUP_ADMIN,GROUP_REGION_CENTRAL,R81,default,uuid:e645a472-2007-42ae-a343-076f6f13b330,,anonymous,2016-07-11T16:01:59.042000000,COMPLETE,new_row,H276,functioning,not_applicable,M51,unknown,"[""not_applicable""]",R81,22000210,installed_in_use,unknown,2011
,HIDDEN,,GROUP_REGION_CENTRAL_WEST,GROUP_ADMIN,GROUP_REGION_CENTRAL,R162,default,uuid:bb3f4b06-05f5-4093-9ad4-11e00673fc5b,,anonymous,2016-07-11T16:01:59.031000000,COMPLETE,new_row,H245,functioning,not_applicable,M15,electricity,"[""not_applicable""]",R162,20011901957,installed_in_use,unknown,2010
,HIDDEN,,GROUP_REGION_CENTRAL_WEST,GROUP_ADMIN,GROUP_REGION_CENTRAL,R80,default,uuid:a9464847-6e53-45ee-9328-8d31819ed8be,,anonymous,2016-07-11T16:01:59.040000000,COMPLETE,new_row,H275,functioning,not_applicable,M51,unknown,"[""not_applicable""]",R80,22000226,installed_in_use,unknown,2010
,HIDDEN,,GROUP_REGION_CENTRAL_WEST,GROUP_ADMIN,GROUP_REGION_CENTRAL,R161,default,uuid:5604781a-2197-481c-8a33-3e51cf61602e,,anonymous,2016-07-11T16:01:59.029000000,COMPLETE,new_row,H245,functioning,not_applicable,M19,electricity,"[""not_applicable""]",R161,CA852800448,installed_in_use,unknown,2014
,HIDDEN,,GROUP_REGION_CENTRAL_WEST,GROUP_ADMIN,GROUP_REGION_CENTRAL,R160,default,uuid:4775ab72-e8cf-49db-a293-b7bd471b1403,,anonymous,2016-07-11T16:01:59.027000000,COMPLETE,new_row,H244,functioning,not_applicable,M67,electricity,"[""not_applicable""]",R160,A006460044,installed_in_use,unknown,2004
,HIDDEN,,GROUP_REGION_CENTRAL_WEST,GROUP_ADMIN,GROUP_REGION_CENTRAL,R85,default,uuid:e1954044-0632-4b71-a0cb-7ae7e36b4d01,,anonymous,2016-07-11T16:01:59.051000000,COMPLETE,new_row,H280,not_functioning,medium,M52,unknown,"[""needs_spare_parts""]",R85,22400107,installed_not_in_use,unknown,2014
,HIDDEN,,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,R166,default,uuid:6e2718d4-ea8b-47a7-be42-597eb8fee426,,anonymous,2016-07-11T16:01:59.042000000,COMPLETE,new_row,H647,functioning,not_applicable,M58,unknown,"[""not_applicable""]",R166,9420832,installed_in_use,unknown,2016
,HIDDEN,,GROUP_REGION_CENTRAL_WEST,GROUP_ADMIN,GROUP_REGION_CENTRAL,R84,default,uuid:71288d80-7ec7-43e2-ba94-7982cff24969,,anonymous,2016-07-11T16:01:59.049000000,COMPLETE,new_row,H279,functioning,not_applicable,M54,unknown,"[""not_applicable""]",R84,80200085,installed_in_use,unknown,2013
,HIDDEN,,GROUP_REGION_CENTRAL_WEST,GROUP_ADMIN,GROUP_REGION_CENTRAL,R165,default,uuid:3463b185-56b7-4cb5-b1c0-7c3a48d99a33,,anonymous,2016-07-11T16:01:59.040000000,COMPLETE,new_row,H247,functioning,not_applicable,M58,unknown,"[""not_applicable""]",R165,9401267,installed_in_use,unknown,2014
,HIDDEN,,GROUP_REGION_CENTRAL_WEST,GROUP_ADMIN,GROUP_REGION_CENTRAL,R83,default,uuid:b22d112f-94cd-4c17-bda4-abbf4be936f1,,anonymous,2016-07-11T16:01:59.047000000,COMPLETE,new_row,H278,functioning,not_applicable,M34,electricity,"[""not_applicable""]",R83,9431967,installed_in_use,unknown,2016
