date_serviced,notes,refrigerator_id
2017-06-26T00:00:00.000000000,Seems to be in good condition,R628
2016-02-04T00:00:00.000000000,Seems to be in good condition,R629
2017-03-19T00:00:00.000000000,Nothing to report,R630
2017-08-01T00:00:00.000000000,,R631
2017-02-12T00:00:00.000000000,Faulty power supply was replaced,R632
2017-06-01T00:00:00.000000000,Nothing to report,R633
2016-11-06T00:00:00.000000000,Faulty power supply was replaced,R635
2017-06-09T00:00:00.000000000,,R636
2017-05-04T00:00:00.000000000,Seems to be in good condition,R637
2017-04-01T00:00:00.000000000,Nothing to report,R638
2017-05-30T00:00:00.000000000,Nothing to report,R641
2017-02-19T00:00:00.000000000,Nothing to report,R643
2015-11-03T00:00:00.000000000,Nothing to report,R644
2017-06-03T00:00:00.000000000,,R645
2015-09-29T00:00:00.000000000,Nothing to report,R646
2017-05-15T00:00:00.000000000,Nothing to report,R647
2015-07-16T00:00:00.000000000,Faulty power supply was replaced,R648
2017-02-13T00:00:00.000000000,Nothing to report,R649
2017-02-17T00:00:00.000000000,Faulty power supply was replaced,R650
2016-11-23T00:00:00.000000000,Nothing to report,R651
2017-06-30T00:00:00.000000000,,R652
2017-06-05T00:00:00.000000000,Seems to be in good condition,R654
2017-07-10T00:00:00.000000000,Faulty power supply was replaced,R655
2017-03-21T00:00:00.000000000,Seems to be in good condition,R656
2017-02-25T00:00:00.000000000,,R657
2017-05-27T00:00:00.000000000,Faulty power supply was replaced,R660
2017-07-05T00:00:00.000000000,Seems to be in good condition,R661
2017-07-18T00:00:00.000000000,,R662
2016-09-08T00:00:00.000000000,,R663
2017-03-15T00:00:00.000000000,,R664
2017-02-05T00:00:00.000000000,Seems to be in good condition,R665
2017-06-27T00:00:00.000000000,Nothing to report,R666
2015-02-02T00:00:00.000000000,Faulty power supply was replaced,R667
2017-04-18T00:00:00.000000000,Seems to be in good condition,R669
2017-07-23T00:00:00.000000000,Faulty power supply was replaced,R670
2017-06-28T00:00:00.000000000,Nothing to report,R671
2017-04-23T00:00:00.000000000,Faulty power supply was replaced,R673
2014-11-30T00:00:00.000000000,Seems to be in good condition,R675
2014-11-05T00:00:00.000000000,,R676
2017-04-11T00:00:00.000000000,Nothing to report,R677
2014-09-29T00:00:00.000000000,Faulty power supply was replaced,R678
2017-02-13T00:00:00.000000000,Seems to be in good condition,R679
2017-02-24T00:00:00.000000000,,R680
2017-04-13T00:00:00.000000000,Seems to be in good condition,R681
2017-07-19T00:00:00.000000000,,R682
2017-05-27T00:00:00.000000000,Nothing to report,R683
2017-02-22T00:00:00.000000000,Faulty power supply was replaced,R684
2017-03-01T00:00:00.000000000,Faulty power supply was replaced,R685
2017-03-16T00:00:00.000000000,Faulty power supply was replaced,R686
2017-07-13T00:00:00.000000000,Nothing to report,R687
2017-06-30T00:00:00.000000000,Nothing to report,R688
2017-03-31T00:00:00.000000000,Seems to be in good condition,R689
2017-04-23T00:00:00.000000000,Faulty power supply was replaced,R690
2017-06-12T00:00:00.000000000,Faulty power supply was replaced,R691
2017-06-05T00:00:00.000000000,,R692
2016-12-07T00:00:00.000000000,Seems to be in good condition,R694
2017-07-10T00:00:00.000000000,Seems to be in good condition,R695
2014-12-29T00:00:00.000000000,Seems to be in good condition,R696
2017-03-05T00:00:00.000000000,Nothing to report,R697
2017-06-02T00:00:00.000000000,,R698
2017-04-10T00:00:00.000000000,,R700
2017-05-06T00:00:00.000000000,Faulty power supply was replaced,R701
2017-04-13T00:00:00.000000000,Faulty power supply was replaced,R702
2017-06-28T00:00:00.000000000,Seems to be in good condition,R703
2017-06-24T00:00:00.000000000,Seems to be in good condition,R704
2017-03-01T00:00:00.000000000,Nothing to report,R705
2016-07-26T00:00:00.000000000,,R707
2014-11-13T00:00:00.000000000,,R708
2017-07-14T00:00:00.000000000,,R709
2017-07-21T00:00:00.000000000,Faulty power supply was replaced,R710
2017-04-05T00:00:00.000000000,,R711
2017-07-01T00:00:00.000000000,Seems to be in good condition,R712
2017-05-27T00:00:00.000000000,,R713
2017-03-30T00:00:00.000000000,Nothing to report,R714
2017-06-02T00:00:00.000000000,,R715
2017-06-01T00:00:00.000000000,Faulty power supply was replaced,R716
2017-04-29T00:00:00.000000000,Nothing to report,R717
2017-02-14T00:00:00.000000000,Seems to be in good condition,R720
2017-07-15T00:00:00.000000000,Seems to be in good condition,R721
2017-02-15T00:00:00.000000000,Seems to be in good condition,R724
2016-09-16T00:00:00.000000000,Nothing to report,R727
2017-05-21T00:00:00.000000000,Faulty power supply was replaced,R728
2015-06-20T00:00:00.000000000,Nothing to report,R729
2014-10-29T00:00:00.000000000,Nothing to report,R730
2017-06-14T00:00:00.000000000,,R731
2017-02-06T00:00:00.000000000,Faulty power supply was replaced,R732
2015-10-10T00:00:00.000000000,Faulty power supply was replaced,R733
2017-06-26T00:00:00.000000000,,R737
2017-07-06T00:00:00.000000000,Faulty power supply was replaced,R738
2017-07-16T00:00:00.000000000,Seems to be in good condition,R739
2017-02-16T00:00:00.000000000,Faulty power supply was replaced,R740
2017-05-25T00:00:00.000000000,Faulty power supply was replaced,R741
2016-04-05T00:00:00.000000000,Seems to be in good condition,R742
2017-01-12T00:00:00.000000000,,R743
2016-12-01T00:00:00.000000000,Seems to be in good condition,R744
2017-06-26T00:00:00.000000000,Seems to be in good condition,R745
2017-02-20T00:00:00.000000000,Seems to be in good condition,R746
2017-07-09T00:00:00.000000000,Nothing to report,R747
2017-05-30T00:00:00.000000000,Nothing to report,R749
2015-03-29T00:00:00.000000000,Nothing to report,R750
2017-07-12T00:00:00.000000000,,R752
2017-06-17T00:00:00.000000000,Faulty power supply was replaced,R753
2017-04-26T00:00:00.000000000,,R754
2017-06-07T00:00:00.000000000,Nothing to report,R755
2017-05-04T00:00:00.000000000,Faulty power supply was replaced,R756
2017-02-17T00:00:00.000000000,Nothing to report,R757
2017-05-15T00:00:00.000000000,Faulty power supply was replaced,R761
2017-04-12T00:00:00.000000000,Seems to be in good condition,R762
2017-07-03T00:00:00.000000000,Faulty power supply was replaced,R765
2017-02-13T00:00:00.000000000,Faulty power supply was replaced,R766
2017-04-09T00:00:00.000000000,Nothing to report,R767
2017-04-09T00:00:00.000000000,Nothing to report,R768
2017-03-27T00:00:00.000000000,Seems to be in good condition,R769
2017-02-17T00:00:00.000000000,,R770
2017-02-27T00:00:00.000000000,Seems to be in good condition,R771
2017-04-16T00:00:00.000000000,Nothing to report,R773
2017-01-12T00:00:00.000000000,,R774
2017-03-03T00:00:00.000000000,Nothing to report,R775
2017-05-12T00:00:00.000000000,Seems to be in good condition,R777
2017-07-27T00:00:00.000000000,Seems to be in good condition,R778
2017-03-09T00:00:00.000000000,Nothing to report,R779
2017-02-17T00:00:00.000000000,,R780
2017-04-26T00:00:00.000000000,,R781
2016-02-21T00:00:00.000000000,Nothing to report,R782
2017-04-02T00:00:00.000000000,Faulty power supply was replaced,R784
2016-10-04T00:00:00.000000000,Faulty power supply was replaced,R785
2016-03-12T00:00:00.000000000,,R786
2017-02-11T00:00:00.000000000,,R787
2017-07-13T00:00:00.000000000,Seems to be in good condition,R789
2015-11-08T00:00:00.000000000,Faulty power supply was replaced,R790
2017-06-30T00:00:00.000000000,Nothing to report,R793
2017-04-21T00:00:00.000000000,Faulty power supply was replaced,R794
2017-03-05T00:00:00.000000000,Nothing to report,R795
2017-06-26T00:00:00.000000000,Seems to be in good condition,R796
2017-03-24T00:00:00.000000000,Nothing to report,R797
2017-02-12T00:00:00.000000000,Seems to be in good condition,R798
2017-06-15T00:00:00.000000000,Seems to be in good condition,R799
2017-02-19T00:00:00.000000000,,R800
2017-07-04T00:00:00.000000000,,R801
2017-02-18T00:00:00.000000000,Nothing to report,R802
2017-04-13T00:00:00.000000000,,R803
2017-06-18T00:00:00.000000000,,R804
2017-07-24T00:00:00.000000000,,R806
2017-04-04T00:00:00.000000000,Faulty power supply was replaced,R807
2017-06-17T00:00:00.000000000,Seems to be in good condition,R808
2017-02-21T00:00:00.000000000,Seems to be in good condition,R809
2016-11-27T00:00:00.000000000,,R810
2017-03-30T00:00:00.000000000,,R811
2017-06-25T00:00:00.000000000,Nothing to report,R812
2017-08-01T00:00:00.000000000,Faulty power supply was replaced,R813
2017-03-28T00:00:00.000000000,Seems to be in good condition,R814
2017-02-06T00:00:00.000000000,Nothing to report,R815
2017-07-17T00:00:00.000000000,Faulty power supply was replaced,R818
2017-04-13T00:00:00.000000000,Nothing to report,R819
2017-07-24T00:00:00.000000000,,R820
2017-02-13T00:00:00.000000000,,R822
2017-05-18T00:00:00.000000000,Faulty power supply was replaced,R823
2017-04-05T00:00:00.000000000,,R824
2017-06-22T00:00:00.000000000,Seems to be in good condition,R825
2017-07-05T00:00:00.000000000,,R826
2017-03-13T00:00:00.000000000,Faulty power supply was replaced,R827
2017-05-12T00:00:00.000000000,Seems to be in good condition,R828
2017-05-14T00:00:00.000000000,Faulty power supply was replaced,R829
2017-02-04T00:00:00.000000000,Seems to be in good condition,R831
2017-07-24T00:00:00.000000000,Faulty power supply was replaced,R833
2017-03-16T00:00:00.000000000,Nothing to report,R834
2017-03-01T00:00:00.000000000,Seems to be in good condition,R835
2017-04-18T00:00:00.000000000,Seems to be in good condition,R838
2017-03-10T00:00:00.000000000,Nothing to report,R839
2015-08-05T00:00:00.000000000,Faulty power supply was replaced,R840
2017-05-09T00:00:00.000000000,Seems to be in good condition,R844
2017-06-02T00:00:00.000000000,Nothing to report,R845
2017-07-21T00:00:00.000000000,,R846
2017-07-28T00:00:00.000000000,Seems to be in good condition,R847
2017-02-17T00:00:00.000000000,,R848
2017-05-03T00:00:00.000000000,Nothing to report,R849
2015-09-15T00:00:00.000000000,,R852
2014-10-23T00:00:00.000000000,,R854
2017-02-04T00:00:00.000000000,Seems to be in good condition,R855
2017-05-17T00:00:00.000000000,,R856
2017-03-05T00:00:00.000000000,Nothing to report,R857
2017-05-12T00:00:00.000000000,Seems to be in good condition,R858
2016-04-22T00:00:00.000000000,,R859
2017-04-23T00:00:00.000000000,,R860
2017-04-04T00:00:00.000000000,Nothing to report,R863
2017-06-28T00:00:00.000000000,Nothing to report,R864
2017-07-05T00:00:00.000000000,Seems to be in good condition,R865
2017-06-24T00:00:00.000000000,Faulty power supply was replaced,R866
2017-07-25T00:00:00.000000000,Faulty power supply was replaced,R867
2017-05-02T00:00:00.000000000,,R868
2017-07-27T00:00:00.000000000,,R870
2017-05-25T00:00:00.000000000,Seems to be in good condition,R871
2017-06-19T00:00:00.000000000,Seems to be in good condition,R872
2017-03-28T00:00:00.000000000,,R873
2017-03-24T00:00:00.000000000,,R874
2017-03-03T00:00:00.000000000,,R875
2017-07-22T00:00:00.000000000,,R876
2017-07-29T00:00:00.000000000,,R877
2017-06-09T00:00:00.000000000,,R878
2016-10-15T00:00:00.000000000,Nothing to report,R879
2016-08-17T00:00:00.000000000,,R881
2017-07-09T00:00:00.000000000,Nothing to report,R882
2017-07-29T00:00:00.000000000,,R883
2017-04-10T00:00:00.000000000,,R884
2017-05-16T00:00:00.000000000,Faulty power supply was replaced,R885
2017-03-02T00:00:00.000000000,,R886
2016-10-07T00:00:00.000000000,Nothing to report,R887
2017-06-20T00:00:00.000000000,Seems to be in good condition,R888
2017-06-27T00:00:00.000000000,Nothing to report,R889
2017-02-24T00:00:00.000000000,Faulty power supply was replaced,R890
2017-07-23T00:00:00.000000000,Nothing to report,R891
2017-07-11T00:00:00.000000000,,R892
2017-04-24T00:00:00.000000000,Seems to be in good condition,R893
2017-07-05T00:00:00.000000000,Seems to be in good condition,R895
2017-03-25T00:00:00.000000000,Nothing to report,R896
2017-02-18T00:00:00.000000000,Faulty power supply was replaced,R897
2017-05-05T00:00:00.000000000,,R898
2017-06-10T00:00:00.000000000,Nothing to report,R899
2014-11-14T00:00:00.000000000,,R900
2017-03-02T00:00:00.000000000,Faulty power supply was replaced,R901
2017-06-11T00:00:00.000000000,Faulty power supply was replaced,R902
2017-07-15T00:00:00.000000000,,R903
2017-03-12T00:00:00.000000000,Seems to be in good condition,R904
2017-05-15T00:00:00.000000000,Nothing to report,R906
2015-03-12T00:00:00.000000000,Nothing to report,R907
2017-05-01T00:00:00.000000000,Seems to be in good condition,R908
2017-04-17T00:00:00.000000000,Nothing to report,R909
2017-03-31T00:00:00.000000000,Faulty power supply was replaced,R913
2017-05-04T00:00:00.000000000,Faulty power supply was replaced,R914
2017-03-09T00:00:00.000000000,Faulty power supply was replaced,R915
2017-05-08T00:00:00.000000000,Nothing to report,R917
2017-02-06T00:00:00.000000000,Seems to be in good condition,R918
2015-05-08T00:00:00.000000000,Faulty power supply was replaced,R919
2017-04-11T00:00:00.000000000,Seems to be in good condition,R920
2017-02-17T00:00:00.000000000,Nothing to report,R921
2017-02-08T00:00:00.000000000,,R922
2017-04-04T00:00:00.000000000,,R925
2017-03-22T00:00:00.000000000,,R926
2017-03-29T00:00:00.000000000,Nothing to report,R927
2017-04-27T00:00:00.000000000,,R929
2017-04-21T00:00:00.000000000,,R930
2017-06-12T00:00:00.000000000,Faulty power supply was replaced,R932
2017-02-04T00:00:00.000000000,Nothing to report,R933
2017-07-19T00:00:00.000000000,Seems to be in good condition,R934
2017-03-31T00:00:00.000000000,Faulty power supply was replaced,R935
2017-03-12T00:00:00.000000000,Seems to be in good condition,R936
2017-03-27T00:00:00.000000000,Nothing to report,R937
2017-04-12T00:00:00.000000000,Faulty power supply was replaced,R938
2017-03-31T00:00:00.000000000,Faulty power supply was replaced,R939
2015-10-26T00:00:00.000000000,Seems to be in good condition,R940
2017-03-04T00:00:00.000000000,,R942
2017-07-04T00:00:00.000000000,Nothing to report,R944
2017-06-19T00:00:00.000000000,Seems to be in good condition,R945
2017-07-11T00:00:00.000000000,,R946
2017-06-23T00:00:00.000000000,Seems to be in good condition,R947
2017-04-26T00:00:00.000000000,Faulty power supply was replaced,R948
2015-06-03T00:00:00.000000000,,R950
2017-05-22T00:00:00.000000000,,R951
2017-06-30T00:00:00.000000000,Seems to be in good condition,R952
2015-03-26T00:00:00.000000000,Faulty power supply was replaced,R954
2017-07-10T00:00:00.000000000,Nothing to report,R955
2015-11-20T00:00:00.000000000,Nothing to report,R956
2015-06-10T00:00:00.000000000,Faulty power supply was replaced,R957
2017-06-12T00:00:00.000000000,Faulty power supply was replaced,R958
2017-05-22T00:00:00.000000000,Faulty power supply was replaced,R959
2017-06-24T00:00:00.000000000,Nothing to report,R960
2017-05-16T00:00:00.000000000,Seems to be in good condition,R962
2017-02-22T00:00:00.000000000,Seems to be in good condition,R963
2017-05-04T00:00:00.000000000,Faulty power supply was replaced,R964
2017-04-03T00:00:00.000000000,Faulty power supply was replaced,R967
2017-06-24T00:00:00.000000000,,R968
2017-06-11T00:00:00.000000000,Nothing to report,R969
2016-10-31T00:00:00.000000000,Seems to be in good condition,R970
2017-06-24T00:00:00.000000000,Nothing to report,R971
2017-03-06T00:00:00.000000000,Nothing to report,R972
2017-03-15T00:00:00.000000000,Faulty power supply was replaced,R973
2017-03-25T00:00:00.000000000,Seems to be in good condition,R974
2017-04-03T00:00:00.000000000,Faulty power supply was replaced,R975
2017-05-07T00:00:00.000000000,Faulty power supply was replaced,R976
2017-02-07T00:00:00.000000000,,R978
2017-06-06T00:00:00.000000000,Faulty power supply was replaced,R981
2017-04-02T00:00:00.000000000,Seems to be in good condition,R982
2017-05-16T00:00:00.000000000,Seems to be in good condition,R983
2017-04-17T00:00:00.000000000,Seems to be in good condition,R985
2017-03-27T00:00:00.000000000,Seems to be in good condition,R986
2017-07-08T00:00:00.000000000,Nothing to report,R987
2017-07-04T00:00:00.000000000,Faulty power supply was replaced,R988
2017-04-21T00:00:00.000000000,Faulty power supply was replaced,R990
2017-05-29T00:00:00.000000000,Nothing to report,R991
2017-05-17T00:00:00.000000000,Seems to be in good condition,R992
2017-06-03T00:00:00.000000000,,R993
2017-05-23T00:00:00.000000000,Seems to be in good condition,R994
2017-05-07T00:00:00.000000000,Nothing to report,R995
2017-05-26T00:00:00.000000000,Faulty power supply was replaced,R996
2017-05-02T00:00:00.000000000,Faulty power supply was replaced,R998
2017-03-12T00:00:00.000000000,Faulty power supply was replaced,R999
2017-07-27T00:00:00.000000000,Seems to be in good condition,R1000
2017-02-13T00:00:00.000000000,Seems to be in good condition,R1001
2017-05-20T00:00:00.000000000,Faulty power supply was replaced,R1002
2017-07-29T00:00:00.000000000,Seems to be in good condition,R1003
2017-03-17T00:00:00.000000000,,R1004
2017-04-14T00:00:00.000000000,,R1005
2017-02-07T00:00:00.000000000,Nothing to report,R1006
2017-03-13T00:00:00.000000000,,R1007
2017-04-22T00:00:00.000000000,,R1008
2017-02-23T00:00:00.000000000,Seems to be in good condition,R1009
2017-07-29T00:00:00.000000000,Seems to be in good condition,R1010
2017-07-26T00:00:00.000000000,Nothing to report,R1012
2017-05-15T00:00:00.000000000,Seems to be in good condition,R1013
2016-12-07T00:00:00.000000000,Faulty power supply was replaced,R1014
2015-02-22T00:00:00.000000000,Seems to be in good condition,R1015
2017-07-28T00:00:00.000000000,Seems to be in good condition,R1016
2015-12-29T00:00:00.000000000,Nothing to report,R1017
2017-04-29T00:00:00.000000000,Nothing to report,R1018
2014-09-11T00:00:00.000000000,Nothing to report,R1020
2017-02-13T00:00:00.000000000,Faulty power supply was replaced,R1021
2017-02-28T00:00:00.000000000,Seems to be in good condition,R1022
2017-03-17T00:00:00.000000000,Seems to be in good condition,R1023
2017-07-04T00:00:00.000000000,Nothing to report,R1024
2017-06-23T00:00:00.000000000,Faulty power supply was replaced,R1025
2017-04-15T00:00:00.000000000,,R1026
2017-05-27T00:00:00.000000000,Seems to be in good condition,R1029
2017-06-24T00:00:00.000000000,,R1030
2017-02-18T00:00:00.000000000,,R1031
2017-03-13T00:00:00.000000000,Faulty power supply was replaced,R1032
2017-04-24T00:00:00.000000000,Seems to be in good condition,R1033
2017-06-05T00:00:00.000000000,Seems to be in good condition,R1034
2017-07-09T00:00:00.000000000,,R1035
2017-06-26T00:00:00.000000000,,R1037
2017-06-12T00:00:00.000000000,Seems to be in good condition,R1039
2017-07-22T00:00:00.000000000,Nothing to report,R1040
2016-05-29T00:00:00.000000000,Faulty power supply was replaced,R1042
2017-04-22T00:00:00.000000000,Seems to be in good condition,R1043
2017-06-19T00:00:00.000000000,Seems to be in good condition,R1045
2017-06-11T00:00:00.000000000,Seems to be in good condition,R1046
2016-07-10T00:00:00.000000000,Faulty power supply was replaced,R1047
2017-06-19T00:00:00.000000000,Nothing to report,R1048
2017-07-26T00:00:00.000000000,Nothing to report,R1049
2017-05-13T00:00:00.000000000,Nothing to report,R1050
2017-07-22T00:00:00.000000000,Faulty power supply was replaced,R1051
2017-01-21T00:00:00.000000000,Seems to be in good condition,R1052
2017-07-19T00:00:00.000000000,,R1054
2017-03-19T00:00:00.000000000,Faulty power supply was replaced,R1055
2017-05-17T00:00:00.000000000,Faulty power supply was replaced,R1056
2017-05-17T00:00:00.000000000,Seems to be in good condition,R1058
2017-05-18T00:00:00.000000000,Nothing to report,R1059
2015-07-13T00:00:00.000000000,Faulty power supply was replaced,R1060
2015-09-12T00:00:00.000000000,Nothing to report,R1061
2017-06-05T00:00:00.000000000,Seems to be in good condition,R1066
2017-08-01T00:00:00.000000000,,R1067
2017-06-28T00:00:00.000000000,Faulty power supply was replaced,R1068
2017-02-08T00:00:00.000000000,Faulty power supply was replaced,R1070
2017-02-24T00:00:00.000000000,,R1071
2017-04-08T00:00:00.000000000,Faulty power supply was replaced,R1072
2017-03-07T00:00:00.000000000,Seems to be in good condition,R1073
2016-06-09T00:00:00.000000000,Faulty power supply was replaced,R1074
2015-12-30T00:00:00.000000000,,R1075
2017-04-24T00:00:00.000000000,Seems to be in good condition,R1076
2015-10-28T00:00:00.000000000,Seems to be in good condition,R1078
2017-03-06T00:00:00.000000000,Nothing to report,R1079
2017-06-28T00:00:00.000000000,Nothing to report,R1080
2017-03-22T00:00:00.000000000,Faulty power supply was replaced,R1081
2017-04-01T00:00:00.000000000,,R1082
2017-03-17T00:00:00.000000000,,R1083
2017-02-07T00:00:00.000000000,,R1084
2017-05-04T00:00:00.000000000,Nothing to report,R1085
2017-02-07T00:00:00.000000000,Faulty power supply was replaced,R1086
2017-02-23T00:00:00.000000000,Seems to be in good condition,R1087
2017-07-20T00:00:00.000000000,,R1088
2017-07-30T00:00:00.000000000,Faulty power supply was replaced,R1090
2017-04-23T00:00:00.000000000,Seems to be in good condition,R1091
2015-06-06T00:00:00.000000000,,R1094
2017-02-20T00:00:00.000000000,Faulty power supply was replaced,R1095
2017-05-09T00:00:00.000000000,,R1098
2017-07-01T00:00:00.000000000,,R1099
2017-03-17T00:00:00.000000000,Faulty power supply was replaced,R1100
2017-04-20T00:00:00.000000000,Faulty power supply was replaced,R1101
2017-04-09T00:00:00.000000000,,R1102
2017-03-12T00:00:00.000000000,Seems to be in good condition,R1103
2017-05-18T00:00:00.000000000,Faulty power supply was replaced,R1105
2017-06-10T00:00:00.000000000,Seems to be in good condition,R1106
2017-03-26T00:00:00.000000000,Faulty power supply was replaced,R1108
2017-07-02T00:00:00.000000000,,R1109
2017-03-22T00:00:00.000000000,Faulty power supply was replaced,R1110
2017-03-09T00:00:00.000000000,Faulty power supply was replaced,R1111
2017-02-19T00:00:00.000000000,Seems to be in good condition,R1113
2017-05-24T00:00:00.000000000,Faulty power supply was replaced,R1114
2017-05-20T00:00:00.000000000,Seems to be in good condition,R1115
2017-06-10T00:00:00.000000000,Nothing to report,R1116
2017-03-31T00:00:00.000000000,Nothing to report,R1117
2017-07-08T00:00:00.000000000,Nothing to report,R1120
2017-07-31T00:00:00.000000000,Faulty power supply was replaced,R1121
2017-03-15T00:00:00.000000000,Faulty power supply was replaced,R1122
2017-03-05T00:00:00.000000000,Nothing to report,R1123
2017-05-05T00:00:00.000000000,,R1124
2016-04-02T00:00:00.000000000,,R1125
2017-06-15T00:00:00.000000000,Nothing to report,R1126
2017-07-13T00:00:00.000000000,Nothing to report,R1127
2014-08-31T00:00:00.000000000,Nothing to report,R1128
2017-07-08T00:00:00.000000000,Seems to be in good condition,R1130
2017-05-04T00:00:00.000000000,,R1131
2017-06-20T00:00:00.000000000,Faulty power supply was replaced,R1132
2017-07-13T00:00:00.000000000,Seems to be in good condition,R1133
2017-06-26T00:00:00.000000000,Nothing to report,R1134
2017-05-25T00:00:00.000000000,Seems to be in good condition,R1135
2017-05-04T00:00:00.000000000,Nothing to report,R1136
2017-05-10T00:00:00.000000000,Nothing to report,R1137
2016-05-17T00:00:00.000000000,Seems to be in good condition,R1138
2017-06-20T00:00:00.000000000,Nothing to report,R1139
2017-04-08T00:00:00.000000000,Nothing to report,R1141
2015-10-18T00:00:00.000000000,Nothing to report,R1142
2017-04-21T00:00:00.000000000,Seems to be in good condition,R1144
2017-05-03T00:00:00.000000000,,R1145
2017-03-27T00:00:00.000000000,Nothing to report,R1147
2017-07-23T00:00:00.000000000,,R1148
2017-04-05T00:00:00.000000000,Seems to be in good condition,R1149
2017-06-26T00:00:00.000000000,Faulty power supply was replaced,R1150
2017-06-03T00:00:00.000000000,Faulty power supply was replaced,R1151
2017-04-15T00:00:00.000000000,Nothing to report,R1152
2016-12-07T00:00:00.000000000,,R1153
2017-06-26T00:00:00.000000000,Seems to be in good condition,R1155
2017-04-14T00:00:00.000000000,Seems to be in good condition,R1156
2017-06-08T00:00:00.000000000,,R1157
2017-02-11T00:00:00.000000000,,R1158
2017-06-14T00:00:00.000000000,Seems to be in good condition,R1159
2017-03-17T00:00:00.000000000,,R1161
2017-06-22T00:00:00.000000000,Faulty power supply was replaced,R1163
2017-06-02T00:00:00.000000000,Seems to be in good condition,R1164
2017-05-28T00:00:00.000000000,Seems to be in good condition,R1165
2017-07-13T00:00:00.000000000,Faulty power supply was replaced,R1167
2017-06-23T00:00:00.000000000,Nothing to report,R1169
2017-05-01T00:00:00.000000000,Nothing to report,R1170
2017-08-01T00:00:00.000000000,,R1171
2017-02-27T00:00:00.000000000,Nothing to report,R1173
2017-03-18T00:00:00.000000000,Seems to be in good condition,R1176
2017-06-09T00:00:00.000000000,Faulty power supply was replaced,R1177
2017-07-24T00:00:00.000000000,Seems to be in good condition,R1178
2017-06-06T00:00:00.000000000,,R1179
2017-05-31T00:00:00.000000000,,R1180
2017-07-17T00:00:00.000000000,Faulty power supply was replaced,R1181
2017-06-25T00:00:00.000000000,,R1182
2017-03-28T00:00:00.000000000,,R1184
2017-07-12T00:00:00.000000000,Faulty power supply was replaced,R1185
2017-06-14T00:00:00.000000000,Faulty power supply was replaced,R1186
2017-06-13T00:00:00.000000000,,R1187
2016-11-06T00:00:00.000000000,Faulty power supply was replaced,R1188
2017-04-29T00:00:00.000000000,Nothing to report,R1189
2017-06-30T00:00:00.000000000,Nothing to report,R1190
2014-11-17T00:00:00.000000000,Faulty power supply was replaced,R1191
2017-04-22T00:00:00.000000000,Faulty power supply was replaced,R1192
2017-05-10T00:00:00.000000000,Nothing to report,R1193
2014-10-15T00:00:00.000000000,Faulty power supply was replaced,R1194
2015-10-02T00:00:00.000000000,,R1195
2017-03-07T00:00:00.000000000,Seems to be in good condition,R1196
2017-04-15T00:00:00.000000000,Seems to be in good condition,R1197
2017-06-04T00:00:00.000000000,,R1199
2017-03-28T00:00:00.000000000,Faulty power supply was replaced,R1200
2016-08-12T00:00:00.000000000,Faulty power supply was replaced,R1201
2017-02-04T00:00:00.000000000,,R1202
2017-06-29T00:00:00.000000000,Nothing to report,R1203
2016-10-07T00:00:00.000000000,Faulty power supply was replaced,R1204
2017-02-16T00:00:00.000000000,Seems to be in good condition,R1205
2017-05-21T00:00:00.000000000,Seems to be in good condition,R1206
2015-04-26T00:00:00.000000000,Faulty power supply was replaced,R1207
2017-02-14T00:00:00.000000000,Nothing to report,R1208
2017-04-17T00:00:00.000000000,Faulty power supply was replaced,R1209
2017-06-25T00:00:00.000000000,Seems to be in good condition,R1211
2017-08-01T00:00:00.000000000,Seems to be in good condition,R1212
2017-02-08T00:00:00.000000000,Seems to be in good condition,R1213
2017-05-02T00:00:00.000000000,Faulty power supply was replaced,R1216
2017-03-01T00:00:00.000000000,Faulty power supply was replaced,R1217
2017-04-06T00:00:00.000000000,,R1219
2016-10-17T00:00:00.000000000,,R1220
2017-06-18T00:00:00.000000000,Seems to be in good condition,R1221
2017-02-08T00:00:00.000000000,Faulty power supply was replaced,R1222
2014-08-27T00:00:00.000000000,,R1223
2017-02-14T00:00:00.000000000,Seems to be in good condition,R1224
2017-02-28T00:00:00.000000000,,R1225
2015-02-02T00:00:00.000000000,Faulty power supply was replaced,R1226
2017-05-08T00:00:00.000000000,Seems to be in good condition,R1227
2017-05-13T00:00:00.000000000,Faulty power supply was replaced,R1228
2015-03-30T00:00:00.000000000,Faulty power supply was replaced,R1229
2017-07-12T00:00:00.000000000,Seems to be in good condition,R1233
2017-06-09T00:00:00.000000000,Seems to be in good condition,R1234
2017-04-07T00:00:00.000000000,Nothing to report,R1235
2017-02-21T00:00:00.000000000,Faulty power supply was replaced,R1237
2017-02-05T00:00:00.000000000,Nothing to report,R1238
2017-03-02T00:00:00.000000000,,R1240
2017-07-26T00:00:00.000000000,Faulty power supply was replaced,R1241
2017-06-04T00:00:00.000000000,Seems to be in good condition,R1242
2017-06-06T00:00:00.000000000,Nothing to report,R1243
2017-05-18T00:00:00.000000000,Faulty power supply was replaced,R1244
2017-07-22T00:00:00.000000000,Nothing to report,R1245
2017-06-30T00:00:00.000000000,Nothing to report,R1247
2017-04-24T00:00:00.000000000,Nothing to report,R1248
2017-05-26T00:00:00.000000000,Seems to be in good condition,R1249
2017-02-19T00:00:00.000000000,Nothing to report,R1250
2017-07-02T00:00:00.000000000,,R1252
2017-07-09T00:00:00.000000000,Faulty power supply was replaced,R1253
