_id,_form_id,_locale,_savepoint_type,_savepoint_timestamp,_savepoint_creator,as_of_date,description,location_accuracy,location_altitude,location_latitude,location_longitude,obj_name,photo_contentType,photo_uriFragment,price,quantity,scancode,type_of_store,_default_access,_owner,_group_read_only,_group_modify,_group_privileged,
9913213e-ee41-4d70-a46d-7d0acadfee1c,,default,COMPLETE,2016-11-21T18:26:25.602000000,anonymous,2016-11-18T12:11:02.0.7508967,Men's pointed collar long sleeve dress shirt with ...,,,47.6508986,-122.3229372,Milano Moda Men's Long Sleeve Dress Shirt With Matching Tie And Handkerchief [],image/jpg,e4a85afc1717db485fda619a73450400.jpg,21.79,22,7.99E+11,"[""large"",""chain_store"",""in_mall""]",FULL,,,,,
d0c1cb1d-9a28-47ea-812d-c1ddcaa12935,,default,COMPLETE,2016-11-21T18:26:25.655000000,anonymous,2016-11-18T12:11:02.0.5095569,A round neck top features a hidden Velcro security...,,,47.68252022,-122.2981402,Cherokee Women's Short-Sleeve Scrub Top [],image/jpg,58dcbdf8236c472467371535bdd8c637.jpg,21.98,62,7.37E+11,"[""large"",""single_site"",""in_mall""]",FULL,,,,,
468f1e73-e50c-4a16-af99-c947bc2d69ae,,default,COMPLETE,2016-11-21T18:26:25.699000000,anonymous,2016-11-18T12:11:02.0.8916756,7 3/4 ounce light weight 5-pocket pant is stylish ...,,,47.64222157,-122.2808353,Dickies Men's Slim Straight-Fit Lightweight Five-Pocket Twill Pant [],image/jpg,7d6949123d86e2f2679ee42eec8b7e71.jpg,19.99,90,29311194888,"[""small"",""chain_store"",""street_front""]",FULL,,,,,
0d31c3e0-fd89-493f-a00a-e9287d6ac020,,default,COMPLETE,2016-11-21T18:26:25.736000000,anonymous,2016-11-18T12:11:02.0.4345471,7 3/4 ounce light weight 5-pocket pant is stylish ...,,,47.66102069,-122.358119,Dickies Men's Slim Straight-Fit Lightweight Five-Pocket Twill Pant [],image/jpg,41f97ddedbd4abddfe3909330da87850.jpg,19.99,42,29311195618,"[""medium"",""chain_store"",""street_front""]",FULL,,,,,
ca02bee9-0041-4206-961a-2adad9a0ace0,,default,COMPLETE,2016-11-21T18:26:25.768000000,anonymous,2016-11-18T12:11:02.0.9854202,- 100%25 brand new and high quality Gold Plated Cl...,,,47.6468582,-122.289637,Guitar Tuning Keys - LEORX 2pcs Classical Guitar Tuners Tuning Pegs Keys Machine Heads [As Shown],image/jpg,e42b34489cf431b535fa2a367cbcbbf2.jpg,8.59,45,8.89E+11,"[""small"",""chain_store"",""in_mall""]",FULL,,,,,
fce7ec3e-4fcd-481e-850f-13a56f076077,,default,COMPLETE,2016-11-21T18:26:25.803000000,anonymous,2016-11-18T12:11:02.0.6693608,"All steel construction. 500 watts of power, 110 vo...",,,47.61937495,-122.3117123,"Metro Vacuum VM4BS500 Professional Stainless Steel 120V, 500-Watt High Performance Hand Vac [Silver]",image/jpg,2b7312dbd21c8f87f3a57d4cfde27ad5.jpg,62.68,89,,"[""large"",""single_site"",""street_front""]",FULL,,,,,
351f8eaf-b832-4ac1-9132-3b681598f422,,default,COMPLETE,2016-11-21T18:26:25.845000000,anonymous,2016-11-18T12:11:02.0.0787712,Faux fur serves a dual purpose of on-trend style a...,,,47.60896217,-122.3879903,Baffin Women's Loki Snow Boot [],image/jpg,ba60a3b943600dfda767f809208ddaa5.jpg,66.98,83,59781861256,"[""large"",""single_site"",""street_front""]",FULL,,,,,
1bab4353-f0ed-41be-ba74-8cc5904d8399,,default,COMPLETE,2016-11-21T18:26:25.885000000,anonymous,2016-11-18T12:11:02.0.8978363,"Often a key ingredient in soilless potting mixes, ...",,,47.6297833,-122.2891191,"Vermiculite, 4 cu ft",image/jpg,8be8d4c729dea45b9add2cc7e0bc11bd.jpg,70.88,68,18296106405,"[""medium"",""single_site"",""in_mall""]",FULL,,,,,
277a93fa-5cee-4f49-8c3c-007d22a2f1ce,,default,COMPLETE,2016-11-21T18:26:25.916000000,anonymous,2016-11-18T12:11:02.0.3980716,Capezio's Long sleeve leotard is a best seller mad...,,,47.63091279,-122.3485412,Capezio Women's Long Sleeve Leotard [],image/jpg,97db218389a578fce726a47ba1cc4838.jpg,22,20,52931761048,"[""medium"",""chain_store"",""in_mall""]",FULL,,,,,
8a572aa8-1b43-496b-b1f0-e1edff4c3f3f,,default,COMPLETE,2016-11-21T18:26:25.982000000,anonymous,2016-11-18T12:11:02.0.3922999,"Made in Canada, built in the USA. Adjustable snow ...",,,47.60145989,-122.3843096,Kamik Waterbug 6 Cold Weather Boot (Toddler/Little Kid/Big Kid),image/jpg,ffca25ae2b45d064257286e39a64da20.jpg,58,30,56248330638,"[""online""]",FULL,,,,,
fbed873c-ea88-4cfc-915a-3178f946b147,,default,COMPLETE,2016-11-21T18:26:26.020000000,anonymous,2016-11-18T12:11:02.0.0765706,Made from stretchable Polycotton with spandex and ...,,,47.71557052,-122.3687538,Condor Stealth Operator Pants Black [],image/jpg,6fde61d7144dfd8ee58fa73821e14823.jpg,58.99,70,22886610203,"[""small"",""chain_store"",""in_mall""]",FULL,,,,,
4e5c63aa-98c0-41d7-88cb-d832f6027256,,default,COMPLETE,2016-11-21T18:26:26.055000000,anonymous,2016-11-18T12:11:02.0.4781613,Fuctional task lighting Adjustable arm and shade O...,,,47.6161725,-122.2946355,"Victory Architect Clamp Lamp, Black",image/jpg,63ce4a4e88815da986d3d8f998f295ed.jpg,17.29,44,6.76E+11,"[""online""]",FULL,,,,,
a5f05fa5-4bca-431c-8a72-43c9008fc007,,default,COMPLETE,2016-11-21T18:26:26.090000000,anonymous,2016-11-18T12:11:02.0.3737623,Help keep your dishes and clean dishwasher sparkli...,,,47.70435067,-122.3789507,Cascade Platinum Actionpacs Lemon Burst Scent Dishwasher Detergent 43 Count,image/jpg,045f6736178eb8e79545d8eaa07a04af.jpg,38.95,81,37000844709,"[""small"",""single_site"",""street_front""]",FULL,,,,,
b17ca2a1-2b3b-490a-8651-1d32d7d6f887,,default,COMPLETE,2016-11-21T18:26:26.136000000,anonymous,2016-11-18T12:11:02.0.3805134,Intended for Wired Home and Office Networks The Ca...,,,47.62242189,-122.3996587,"Cable Matters 5 Pack, Cat6a Snagless Shielded (SSTP/SFTP) Ethernet Patch Cable in Black 10 Feet",image/jpg,e8dc065f76cc21aa4e6857e8f789fe65.jpg,21.99,82,81159810467,"[""medium"",""single_site"",""in_mall""]",FULL,,,,,
d8b3f2dc-1e3e-4da4-9ee5-61c584492484,,default,COMPLETE,2016-11-21T18:26:26.168000000,anonymous,2016-11-18T12:11:02.0.8114974,Pack more fun in this co-branded Disney and Americ...,,,47.65773676,-122.2711404,"American Tourister Star Wars Softside 18"" Upright - Star Wars Darth Vader",image/jpg,91f82dcfad5306ef7253ef95c4c3125a.jpg,37.99,67,,"[""small"",""chain_store"",""street_front""]",FULL,,,,,
fbac0387-b229-4993-b092-307d7fce750e,,default,COMPLETE,2016-11-21T18:26:26.203000000,anonymous,2016-11-18T12:11:02.0.7186783,Solid joint pliers. High leverage rivet location f...,,,47.60926942,-122.287582,Craftsman 9-45103 8-Inch Long Nose Pliers,image/jpg,977a3cecf1f47272dde497b28577c549.jpg,16.98,67,6.49E+11,"[""small"",""chain_store"",""in_mall""]",FULL,,,,,
2e19ba4a-7e25-494c-a780-ae3072f005e6,,default,COMPLETE,2016-11-21T18:26:26.245000000,anonymous,2016-11-18T12:11:02.0.2928071,Natural Sleep and well being are evident in our 11...,,,47.71030775,-122.3668135,11 inch Gel Memory Foam Mattress - Cool Gel Infused - Triple-Layered - CertiPUR-US Certified - Medium Firm - 20-Year Warranty - Queen Size [Queen],image/jpg,c882e3e3faef45fa1c3f75be0654b302.jpg,388.99,84,6.09E+11,"[""large"",""chain_store"",""street_front""]",FULL,,,,,
0a49b639-33e4-47a0-b32c-c2ca56f00daf,,default,COMPLETE,2016-11-21T18:26:26.301000000,anonymous,2016-11-18T12:11:02.0.8455716,100% Nylon. Machine Wash. Half slip featuring elas...,,,47.6859029,-122.3038666,Vanity Fair Women's Tricot Double Slit Half Slip 11717 [],image/jpg,5a249a768f97c5591f30c8839d7957b4.jpg,12.9,52,7.54E+11,"[""large"",""chain_store"",""street_front""]",FULL,,,,,
c0eaa0de-418e-42e1-a51e-72a23e335d70,,default,COMPLETE,2016-11-21T18:26:26.353000000,anonymous,2016-11-18T12:11:02.0.1935770,High Quality German Filters,,,47.66760189,-122.3467888,B+W 72mm Slim-Line Circular Polarizer with Multi-Resistant Coating [72 mm],image/jpg,7b69bbe76ec4f0225ed1d813ce3f38b0.jpg,218,42,12240264586,"[""medium"",""chain_store"",""in_mall""]",FULL,,,,,
86909293-b22b-4c20-998e-921480f25caf,,default,COMPLETE,2016-11-21T18:26:26.390000000,anonymous,2016-11-18T12:11:02.0.1750361,This palette consists of 12 vibrant basic shades i...,,,47.70801509,-122.3346987,Coastal Scents Creative Me #1 Makeup Palette [CREATIVE ME PALETTE],image/jpg,98b7e559868be0fc2fc4465149aede3f.jpg,19.68,65,6.10E+11,"[""small"",""chain_store"",""in_mall""]",FULL,,,,,
2d6ec7e9-3ef0-4a31-8f76-bd28f380bbef,,default,COMPLETE,2016-11-21T18:26:26.439000000,anonymous,2016-11-18T12:11:02.0.5023762,Nine West offers a quick edit of the runways -- pi...,,,47.66408586,-122.3115603,Nine West Women's Gaget Dress Pump [],image/jpg,1b278da58ace038725d1351e7e9c7a49.jpg,112,45,7.40E+11,"[""small"",""single_site"",""street_front""]",FULL,,,,,
376acf63-53f3-4fd5-af84-8e331c011b18,,default,COMPLETE,2016-11-21T18:26:26.482000000,anonymous,2016-11-18T12:11:02.0.9679853,In a busy day of work the last thing you need is d...,,,47.71431309,-122.3389067,Dunham by New Balance Men's REVchase Slip-On [],image/jpg,8b330b4776f3d86cb0e6bc75d929e0bf.jpg,143.94,85,8.87E+11,"[""online""]",FULL,,,,,
acd74d19-00dd-4000-84cd-8366ce663a8a,,default,COMPLETE,2016-11-21T18:26:26.522000000,anonymous,2016-11-18T12:11:02.0.2585243,Value Series Acrylic Paints like Liquitex BASICS a...,,,47.69579281,-122.3227523,"Liquitex Professional Heavy Body Acrylic Paint 4.65-oz tube, Ultramarine Blue (Green Shade)",image/jpg,b69fff5838db35ee46a1d892bf3995c8.jpg,15.49,88,94376922776,"[""small"",""chain_store"",""in_mall""]",FULL,,,,,
1c6b84c8-3939-409e-9b71-8a4286a1090a,,default,COMPLETE,2016-11-21T18:26:26.564000000,anonymous,2016-11-18T12:11:02.0.3299901,The Neumok is a six-eyelet balmoral with classic A...,,,47.59129169,-122.3220468,Allen Edmonds Men's Neumok Lace-Up Wingtip Shoe [],image/jpg,407b6786458639aa6d2ad7683140cde7.jpg,275,65,8.87E+11,"[""small"",""single_site"",""in_mall""]",FULL,,,,,
5af1029e-ac00-4519-bbb6-6a82d3aee9be,,default,COMPLETE,2016-11-21T18:26:26.600000000,anonymous,2016-11-18T12:11:02.0.0854192,We think kids deserve the same high-quality boots ...,,,47.65810972,-122.2606351,KEEN Alamosa Hiking Shoe (Toddler/Little Kid),image/jpg,2446edc5c60ca7d11ab180e4339f3dda.jpg,55.95,44,8.71E+11,"[""large"",""single_site"",""street_front""]",FULL,,,,,
c891ae7a-35e6-4cf3-a047-48fec7a0f872,,default,COMPLETE,2016-11-21T18:26:26.649000000,anonymous,2016-11-18T12:11:02.0.1167693,Champion Eco Fleece Pullover Hoodie is made of a s...,,,47.6254805,-122.3119789,Champion Men's Pullover Eco Fleece Hoodie [],image/jpg,764e34ebe7e893c4e24c2daf437c783a.jpg,20.46,47,11919618644,"[""medium"",""chain_store"",""street_front""]",FULL,,,,,
09705a5e-c350-411a-aba5-d5cd7cdc7b14,,default,COMPLETE,2016-11-21T18:26:26.704000000,anonymous,2016-11-18T12:11:02.0.5096388,Cotton/Spandex. Tank ballet cut leotard features M...,,,47.66206863,-122.3474849,Capezio Girls' High-Neck Tank Leotard [],image/jpg,830f3e8497f02af13456c4562d81e707.jpg,20.73,41,97507746913,"[""small"",""chain_store"",""street_front""]",FULL,,,,,
7a72125e-049b-4d33-9b1c-be3e74a7f552,,default,COMPLETE,2016-11-21T18:26:26.737000000,anonymous,2016-11-18T12:11:02.0.9986572,These scrub pants are mid-rise with an easy fashio...,,,47.64379193,-122.3154387,WonderWink Women's Scrub Cargo Pant [],image/jpg,769ec9fd443dfca0bfc137b33cdf35c5.jpg,20.98,51,8.47E+11,"[""small"",""single_site"",""street_front""]",FULL,,,,,
cd845b2f-a011-4390-b286-e49bbc4a5106,,default,COMPLETE,2016-11-21T18:26:26.780000000,anonymous,2016-11-18T12:11:02.0.8178325,These scrub pants are mid-rise with an easy fashio...,,,47.60604074,-122.3693096,WonderWink Women's Scrub Cargo Pant [],image/jpg,134f82a20a76d8ddc82e7a5442985fc3.jpg,19.98,31,8.47E+11,"[""medium"",""single_site"",""in_mall""]",FULL,,,,,
8b3fc99d-53ce-4841-ac4b-abd24ae083ac,,default,COMPLETE,2016-11-21T18:26:26.816000000,anonymous,2016-11-18T12:11:02.0.1661355,These scrub pants are mid-rise with an easy fashio...,,,47.66994417,-122.40089,WonderWink Women's Scrub Cargo Pant [],image/jpg,6579eceb05f643639f6100d0514f8341.jpg,20.98,43,8.47E+11,"[""small"",""chain_store"",""in_mall""]",FULL,,,,,
ac2cd85e-e921-4a48-b9db-8804987dbc8c,,default,COMPLETE,2016-11-21T18:26:26.850000000,anonymous,2016-11-18T12:11:02.0.9741608,Our classic relaxed pant comes with an elastic wai...,,,47.67736591,-122.2587929,Landau Women's Classic Relaxed Scrub Pant [],image/jpg,ca4804c16788f804874266fec1be80dd.jpg,20.85,28,7.09E+11,"[""small"",""chain_store"",""street_front""]",FULL,,,,,
912eca2d-6da6-47ed-b5fd-1562646754b7,,default,COMPLETE,2016-11-21T18:26:26.888000000,anonymous,2016-11-18T12:11:02.0.1850301,Women will love these Dickies classic work pants F...,,,47.61621821,-122.3758764,Dickies Women's Original Work Pant with Wrinkle And Stain Resistance [],image/jpg,a372108b82839f576191345dda7d36fb.jpg,24.99,84,6.08E+11,"[""online""]",FULL,,,,,
06cef71b-539f-467b-85ce-162514dae2c9,,default,COMPLETE,2016-11-21T18:26:26.932000000,anonymous,2016-11-18T12:11:02.0.0880144,65% Polyester/35% Cotton. Imported. Machine Wash. ...,,,47.68971702,-122.3310227,Dickies Men's Slim Straight Fit Work Pant [],image/jpg,669c48c62a56c05f0b987b9478c8b791.jpg,21.99,41,6.08E+11,"[""small"",""single_site"",""street_front""]",FULL,,,,,
c3ca02a9-d891-478f-ba3f-960fe80feec4,,default,COMPLETE,2016-11-21T18:26:27.000000000,anonymous,2016-11-18T12:11:02.0.1226121,Popular womens Dreamgirl costume includes stretch ...,,,47.68605025,-122.355282,Dreamgirl Women's Makin' Waves Costume [],image/jpg,134692316b04ac9b649c145a826fc93e.jpg,21.71,91,8.77E+11,"[""medium"",""chain_store"",""street_front""]",FULL,,,,,
da915b8b-83ff-455b-a94e-f28f75812fc6,,default,COMPLETE,2016-11-21T18:26:27.038000000,anonymous,2016-11-18T12:11:02.0.1223929,98% Cotton/2% Spandex. Imported. Machine Wash. Fiv...,,,47.62363163,-122.3181961,Southpole Juniors Basic Uniform Bootcut Pant [],image/jpg,bc59170d3014aeb7fa95a08d0c1caf79.jpg,17.98,84,8.85E+11,"[""large"",""single_site"",""in_mall""]",FULL,,,,,
323eca65-99ca-4abe-a96b-a83b11385543,,default,COMPLETE,2016-11-21T18:26:27.070000000,anonymous,2016-11-18T12:11:02.0.8494617,A v-neck top features a slightly curved front yoke...,,,47.64234662,-122.332628,Cherokee Women's Workwear Scrubs V-Neck Top [],image/jpg,ac400af996f1ca8df60a8516c6bf6409.jpg,17.98,87,7.37E+11,"[""medium"",""single_site"",""in_mall""]",FULL,,,,,
bd1ca3ad-332f-492f-bfde-677b075a395f,,default,COMPLETE,2016-11-21T18:26:27.113000000,anonymous,2016-11-18T12:11:02.0.1627883,These Maevn drawstring scrubs have an elastic back...,,,47.63431983,-122.324956,Maevn Women's 'Core' Half Back Elastic & Drawstring Flare Leg Srub Pant [],image/jpg,f35d6c964e72b77440e27fff3fb20d1a.jpg,15.98,90,8.47E+11,"[""large"",""single_site"",""street_front""]",FULL,,,,,
4fb7697b-a04a-40e4-a771-4349974da39e,,default,COMPLETE,2016-11-21T18:26:27.148000000,anonymous,2016-11-18T12:11:02.0.6380535,"65% Polyester, 35% Cotton. Imported. Machine Wash...",,,47.6600635,-122.3108493,Cherokee Women's Workwear Scrubs Tie Back Mock Wrap Tunic [],image/jpg,1e4b40727dc6a1dedc64b1345dbfb3f8.jpg,17.98,70,7.37E+11,"[""medium"",""chain_store"",""street_front""]",FULL,,,,,
00680183-44de-4fab-8bbc-8ef0f65bf1d3,,default,COMPLETE,2016-11-21T18:26:27.182000000,anonymous,2016-11-18T12:11:02.0.4239617,"65% Polyester, 35% Cotton. Imported. Machine Wash...",,,47.65030793,-122.3289707,Cherokee Women's Workwear Scrubs Tie Back Mock Wrap Tunic [],image/jpg,a820e655249b90d9e3ed4a4e7acb4a55.jpg,18.98,64,7.37E+11,"[""large"",""chain_store"",""in_mall""]",FULL,,,,,
2d3bd0f9-76d4-49b5-9c8a-c9853dfec333,,default,COMPLETE,2016-11-21T18:26:27.220000000,anonymous,2016-11-18T12:11:02.0.0659072,"This traditional classic fit, natural rise pull-on...",,,47.64098396,-122.3554355,Cherokee Women's Workwear Scrubs Pull-On Pant [],image/jpg,f19eac02fb2d38c119712ae579e74adf.jpg,15.98,44,7.25E+11,"[""small"",""single_site"",""in_mall""]",FULL,,,,,
f0eed1d2-08b0-4f6f-a8b8-29bd739bdd64,,default,COMPLETE,2016-11-21T18:26:27.256000000,anonymous,2016-11-18T12:11:02.0.5951878,"Button front, cardigan warm-up with two patch pock...",,,47.65998829,-122.3349642,Cherokee Women's Workwear Scrubs Cardigan Warm-Up Jacket [],image/jpg,e86d3a761353478ca4c1d9c1044bd7a7.jpg,16.98,64,7.25E+11,"[""medium"",""single_site"",""in_mall""]",FULL,,,,,
353dc083-0064-4c94-8c88-011509fe192d,,default,COMPLETE,2016-11-21T18:26:27.301000000,anonymous,2016-11-18T12:11:02.0.1534876,"This traditional classic fit, elastic waist utilit...",,,47.63349539,-122.3684664,Cherokee Women's Workwear Scrubs Pull-On Cargo Pant [],image/jpg,49c1590b1f4e2ea1dc51027a18f6557f.jpg,15.98,90,7.25E+11,"[""small"",""single_site"",""street_front""]",FULL,,,,,
9f9ae2a6-9f84-46bf-89b5-43001ac3c796,,default,COMPLETE,2016-11-21T18:26:27.352000000,anonymous,2016-11-18T12:11:02.0.2985729,Never Say Never is known for its innovative floral...,,,47.67231268,-122.31764,Cosabella Women's Never Say Never Prettie Underwire Bra [],image/jpg,e108a0029652d61883fa0ecbc31bb2e0.jpg,58.95,27,8.88E+11,"[""large"",""chain_store"",""street_front""]",FULL,,,,,
ac75aa1f-5b58-40ee-ab80-dcf01bd16a16,,default,COMPLETE,2016-11-21T18:26:27.391000000,anonymous,2016-11-18T12:11:02.0.3271704,Our basic 7 inch bike short offers the coverage yo...,,,47.63039651,-122.3458895,Danskin Women's Essentials Seven Inch Bike Short [],image/jpg,e5b8e793d36a28a349fbc17af478dbbf.jpg,17.98,48,43475429013,"[""small"",""chain_store"",""in_mall""]",FULL,,,,,
553c3a64-69ab-4c0c-bf55-c13d3b77e793,,default,COMPLETE,2016-11-21T18:26:27.431000000,anonymous,2016-11-18T12:11:02.0.0255804,"A traditional classic fit, round neck snap front w...",,,47.65146209,-122.3663933,Cherokee Women's Workwear Scrub Warm-Up Jacket [],image/jpg,e786b26731ce1624a4e5eb3a56fc15a2.jpg,15.98,22,7.17E+11,"[""online""]",FULL,,,,,
85ebd1e8-50aa-4fce-ba7f-299080d97be8,,default,COMPLETE,2016-11-21T18:26:27.461000000,anonymous,2016-11-18T12:11:02.0.0643774,Package Includes 1 Adult Mouthguard. Your Choice o...,,,47.70342179,-122.3411635,SISU Mouth Guard 1.6 [],image/jpg,8e0a46eb28f842106aaeb9650a7aba38.jpg,25.99,29,1.75E+11,"[""online""]",FULL,,,,,
80c2e7fc-1588-4449-ac07-2491c5e49aaa,,default,COMPLETE,2016-11-21T18:26:27.505000000,anonymous,2016-11-18T12:11:02.0.0238965,"65% Polyester, 35% Cotton. Imported. Machine Wash...",,,47.66960198,-122.3450027,Cherokee Women's Workwear Scrubs Tie Back Mock Wrap Tunic [],image/jpg,8b7cd988e397ae3e0b2b2d34f1e86f58.jpg,15.98,87,7.37E+11,"[""medium"",""single_site"",""in_mall""]",FULL,,,,,
30ad897a-00d5-43f8-afdc-deeb712c0c44,,default,COMPLETE,2016-11-21T18:26:27.546000000,anonymous,2016-11-18T12:11:02.0.5312180,"Specifications * Input Voltage: 100-240V, 50/60Hz ...",,,47.63381399,-122.3444208,"MarsLG 5-Level Dimmable Touch Switch Flex Neck LED Desk Lamp 6 Watt, 2407WH",image/jpg,316a413462d3386d58c3bc923d39b550.jpg,17.98,27,6.09E+11,"[""online""]",FULL,,,,,
179627f6-14e7-4b6f-94f8-df47bc306d0c,,default,COMPLETE,2016-11-21T18:26:27.581000000,anonymous,2016-11-18T12:11:02.0.4214425,Get a tremendous value with the Natural Uniforms C...,,,47.65372278,-122.3694666,Natural Uniforms Women's Contrast Trim Scrub Set [],image/jpg,d5f652570733c2c345fb2bd0f775d0d3.jpg,17.98,22,7.98E+11,"[""small"",""single_site"",""in_mall""]",FULL,,,,,
8db24761-8cfc-486e-9baa-052d074788f3,,default,COMPLETE,2016-11-21T18:26:27.620000000,anonymous,2016-11-18T12:11:02.0.7196791,"This traditional classic fit, natural rise pull-on...",,,47.67664216,-122.2836848,Cherokee Women's Workwear Scrubs Pull-On Pant [],image/jpg,6c950dfcb494d740368d989dde0b5406.jpg,18.98,65,7.25E+11,"[""small"",""chain_store"",""in_mall""]",FULL,,,,,
74051bfc-bf91-4e93-a715-bb249f9fd50b,,default,COMPLETE,2016-11-21T18:26:27.672000000,anonymous,2016-11-18T12:11:02.0.3554210,gDiapers are redefining diapers by giving parents ...,,,47.6395047,-122.2989762,"gDiapers gPants, Genius Blue, Small []",image/jpg,f539a25e68f55f90cc7459bb67e465ef.jpg,15.98,46,8.17E+11,"[""small"",""chain_store"",""in_mall""]",FULL,,,,,
62ad2350-bbb8-46e3-94bd-89ea0875cb53,,default,COMPLETE,2016-11-21T18:26:27.704000000,anonymous,2016-11-18T12:11:02.0.7172599,About Jerzees We are a leading global company spec...,,,47.68203241,-122.3721992,Jerzees Men's Super Sweats Crew Neck Sweatshirt [],image/jpg,14cbd5c1a14955dfa8f9789f0067be47.jpg,17.97,89,8.85E+11,"[""large"",""single_site"",""in_mall""]",FULL,,,,,
8c58e0b5-8a2b-4ec5-a367-b7292e2f0fd7,,default,COMPLETE,2016-11-21T18:26:27.743000000,anonymous,2016-11-18T12:11:02.0.6872472,The Secret is Out. The Best Facial Cleansing Brush...,,,47.62759654,-122.3102887,Compatible Replacement Cashmere Cleanse Facial Brush Heads(2 Pack),image/jpg,b3dd1f057d9b7501403a0e3ed4d910b4.jpg,16.89,22,7.08E+11,"[""online""]",FULL,,,,,
676b8805-beaa-4994-bc0f-bbba37f11246,,default,COMPLETE,2016-11-21T18:26:27.783000000,anonymous,2016-11-18T12:11:02.0.6436197,This vehicle specific SU fit Hook set is designed ...,,,47.67730807,-122.2663329,INNO SU Fit Hook Set [],image/jpg,d44b163988c8fa748d6b703be248f986.jpg,71.38,68,47998533196,"[""medium"",""single_site"",""in_mall""]",FULL,,,,,
f8c934e2-e19f-45c4-a06b-8e4903834116,,default,COMPLETE,2016-11-21T18:26:27.819000000,anonymous,2016-11-18T12:11:02.0.4270027,Compatibility:Acer Aspire,,,47.67739705,-122.3385638,"Pwr+ 65W Extra Long 14 Ft AC-Adapter-Laptop-Charger for Acer-Aspire V5-V7-V3-R7-S3-E1-M5, 5532-5349-5750-5742-5250 5253 5733 5534 5336 5552 5560; TravelMate-B1-B113-P6-P645-P2-P4-X4 Cord",image/jpg,ec60e915225bf0007f052d396828d407.jpg,18.89,69,,"[""small"",""chain_store"",""street_front""]",FULL,,,,,
e62f4e22-4f43-40f7-a9dd-7f826eb0de39,,default,COMPLETE,2016-11-21T18:26:27.856000000,anonymous,2016-11-18T12:11:02.0.8728103,These Boxercraft Flannel Pants are comfortable and...,,,47.72705818,-122.3182177,Boxercraft Flannel Pants [],image/jpg,37b0032dfbc7874091feda2bcccd912e.jpg,20,48,6.39E+11,"[""small"",""chain_store"",""street_front""]",FULL,,,,,
cb3a2803-7ddd-49e1-9719-10478fac456d,,default,COMPLETE,2016-11-21T18:26:27.905000000,anonymous,2016-11-18T12:11:02.0.3541681,When you choose Energy Star approved Verilux Natur...,,,47.66034486,-122.3268365,"Verilux 13 Watt Natural Spectrum Spiral Compact Fluorescent Bulbs, 2 Count []",image/jpg,809180426ef2c1653b2ab593e9c2bcc3.jpg,10.94,41,7.69E+11,"[""large"",""chain_store"",""street_front""]",FULL,,,,,
fdfd53bb-128e-4ab1-9e5d-0bdc89120650,,default,COMPLETE,2016-11-21T18:26:28.332000000,anonymous,2016-11-18T12:11:02.0.0227541,This Betsey Johnson Underwire Bra is guaranteed au...,,,47.66039362,-122.3582497,Betsey Johnson Women's Stocking Stripe Lightly Lined Demi Bra [],image/jpg,43d641ea09e679bd553bed9957914f25.jpg,18.98,31,8.84E+11,"[""medium"",""single_site"",""street_front""]",FULL,,,,,
6d199a0b-8241-4b5b-9835-f6c929ca3fca,,default,COMPLETE,2016-11-21T18:26:28.405000000,anonymous,2016-11-18T12:11:02.0.6104951,Green Lantern Hunter Green T-Shirt. Features the g...,,,47.63158775,-122.3806179,Officially Licensed DC Comics Green Lantern T-Shirt [],image/jpg,c265999ab5fa8be7ec6a1ac36a659d98.jpg,19.21,70,6.09E+11,"[""small"",""single_site"",""street_front""]",FULL,,,,,
55579146-fdca-49d8-aa13-4d44a258ad37,,default,COMPLETE,2016-11-21T18:26:28.474000000,anonymous,2016-11-18T12:11:02.0.0177814,Every Depo fan endures robust validation tests to ...,,,47.65322125,-122.319452,Depo 335-55010-100 Radiator Fan Assembly,image/jpg,c11b743098fc3287837ed843381eba37.jpg,60.11,89,8.47E+11,"[""medium"",""chain_store"",""in_mall""]",FULL,,,,,
63b5e363-8866-45e2-96c5-51b37875aa5c,,default,COMPLETE,2016-11-21T18:26:28.519000000,anonymous,2016-11-18T12:11:02.0.8456965,MEASUREMENTS: Bust: 20.75 inchWaist: 32 inchShould...,,,47.64046938,-122.3004575,MONDAYSUIT Mens Two-Piece Slim-Fit Solid Two-Button Blazer Jacket & Trouser [],image/jpg,b67112d372c7042404156f52b02efa59.jpg,60.75,44,7.08E+11,"[""large"",""single_site"",""street_front""]",FULL,,,,,
38091c25-5e4d-461e-842b-1368585abc82,,default,COMPLETE,2016-11-21T18:26:28.553000000,anonymous,2016-11-18T12:11:02.0.9263101,"THANTH A Sophisicated collection for a Jaunty, Sty...",,,47.67659769,-122.3163582,Thanth Womens Comfy Tie Dyed Loose Tunic Top With Various Hem [],image/jpg,ecbb4add51dadda979ac76c683eb5b23.jpg,13.99,46,,"[""medium"",""chain_store"",""street_front""]",FULL,,,,,
2585d1e4-33b9-4725-adb4-522756b9893f,,default,COMPLETE,2016-11-21T18:26:28.587000000,anonymous,2016-11-18T12:11:02.0.8897352,"For 40 years, the Hanes Beefy-T T-Shirt has set th...",,,47.58227974,-122.3567576,Hanes Men's Short Sleeve Beefy-T (Pack of 2),image/jpg,03a2ce5b9b5779e9b55ab3071c3525bd.jpg,18.64,45,7.18E+11,"[""medium"",""single_site"",""street_front""]",FULL,,,,,
