Location_accuracy,Location_altitude,Location_latitude,Location_longitude,_default_access,_group_modify,_group_privileged,_group_read_only,_id,admin_region_id,catchment_population,contact_name,contact_phone_number,contact_title,distance_to_supply,electricity_source,facility_id,facility_name,facility_ownership,facility_type,fuel_availability,grid_power_availability,"immunization_services_offered",number_of_cold_boxes,number_of_fs_cold_boxes,"number_of_fs_vaccine_carriers","number_of_vaccine_carriers",vaccine_supply_interval,vaccine_supply_mode
0.0,0.0,-15.723293,34.399017,HIDDEN,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,H743,"b4c7136c-894c-4408-a04e-69fa4d6b18db",15611,"HABIL CHIMLOMO",,,36.0,none,1025-0001,"Thambani Health Centre",public,community_hospital,,none,both,0,0,0,0,4,collected
0.0,0.0,-15.719419,35.68561,HIDDEN,GROUP_REGION_SOUTH_EAST,GROUP_ADMIN,GROUP_REGION_SOUTH,H596,"a8229dea-ec92-4bcc-a83d-ca7e5ba1484f",21504,"FREZER NAMIZOMBE",,,9.0,grid,1020-0010,"Migowi Health Centre",public,community_hospital,,more_than_16,both,0,0,0,0,4,delivered
0.0,0.0,-15.71834,35.366013,HIDDEN,GROUP_REGION_SOUTH_EAST,GROUP_ADMIN,GROUP_REGION_SOUTH,H574,"df1f7e91-a49e-4d8e-9129-dc6cb1901ffe",18492,"CLEFTON LAMANI",,,60.0,none,1019-0015,"Nkomaula Health Centre",public,community_hospital,,none,both,0,0,0,0,4,delivered
0.0,0.0,-15.708055,35.173565,HIDDEN,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,H728,"d8bfc530-0a92-4c2e-879f-6e8be51fe731",24358,"SAMSON MANYAMBA",,,0.0,grid,1024-0001,"Chiradzulu District Hospital",public,central_hospital,,more_than_16,both,0,0,0,0,4,delivered
0.0,0.0,-15.693536,35.232666,HIDDEN,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,H731,"d8bfc530-0a92-4c2e-879f-6e8be51fe731",17000,"TADALA KAIPA",,,17.0,none,1024-0004,"Ndunde Health Centre",public,community_hospital,,none,both,0,0,0,0,4,delivered
0.0,0.0,-15.684265,35.317837,HIDDEN,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,H732,"d8bfc530-0a92-4c2e-879f-6e8be51fe731",15601,"RICHARD MALUWA",,,30.0,none,1024-0005,"Milepa Health Centre",public,community_hospital,,none,both,0,0,0,0,4,delivered
0.0,0.0,-15.682349,34.97044,HIDDEN,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,H660,"2e6fe301-c66c-46b3-9863-3a52bc3dc50a",25506,"JULIET CHIKASANDA",,,20.0,grid,1022-0017,"Chileka Health Centre",public,community_hospital,,more_than_16,both,0,0,0,0,4,delivered
0.0,0.0,-15.672269,35.47605,HIDDEN,GROUP_REGION_SOUTH_EAST,GROUP_ADMIN,GROUP_REGION_SOUTH,H573,"df1f7e91-a49e-4d8e-9129-dc6cb1901ffe",35141,JOHNMWANGONDE,,,80.0,none,1019-0014,"Kamwendo Health Post",public,dispensary,,none,both,0,0,0,0,4,delivered
0.0,0.0,-15.67195,35.728333,HIDDEN,GROUP_REGION_SOUTH_EAST,GROUP_ADMIN,GROUP_REGION_SOUTH,H597,"a8229dea-ec92-4bcc-a83d-ca7e5ba1484f",30098,"M THOMAS",,,19.0,none,1020-0011,"Kalinde Health Centre",public,community_hospital,,none,both,0,0,0,0,4,delivered
0.0,0.0,-15.671466,34.870995,HIDDEN,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,H657,"2e6fe301-c66c-46b3-9863-3a52bc3dc50a",29575,"LESTER SALIMU",,,37.0,none,1022-0014,"Chikowa Health Centre",public,community_hospital,,none,both,0,0,0,0,4,delivered
0.0,0.0,-15.666653,35.42737,HIDDEN,GROUP_REGION_SOUTH_EAST,GROUP_ADMIN,GROUP_REGION_SOUTH,H619,"b3c456f7-a4aa-4ee0-b287-e6233e68acb4",28773,"GOLDEN H KACHIMANGA",,,57.0,none,1021-0016,"Ngwelero Health Centre",public,community_hospital,,none,both,0,0,0,0,4,delivered
0.0,0.0,-15.659893,34.92898,HIDDEN,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,H659,"2e6fe301-c66c-46b3-9863-3a52bc3dc50a",22619,"CHALRES EDGAR POTANI",,,33.0,none,1022-0016,"Chileka Sda Clinic",faithbased,community_hospital,,none,both,0,0,0,0,4,delivered
0.0,0.0,-15.654488,35.199604,HIDDEN,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,H738,"d8bfc530-0a92-4c2e-879f-6e8be51fe731",10690,"MARY KADEWERE",,,7.0,none,1024-0011,"Mwanje Health Post",public,dispensary,,none,static,0,0,0,0,4,delivered
0.0,0.0,-15.6511545,35.02025,HIDDEN,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,H680,"2e6fe301-c66c-46b3-9863-3a52bc3dc50a",8000,"TELEZA S.TEMBO",,,17.0,grid,1022-0037,"Lunzu Blm Clinic",private,community_hospital,,more_than_16,static,0,0,0,0,4,collected
0.0,0.0,-15.649918,35.2492,HIDDEN,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,H733,"d8bfc530-0a92-4c2e-879f-6e8be51fe731",20422,"MILLWARD NAMWIYO",,,13.0,none,1024-0006,"Mauwa Health Centre",public,community_hospital,,none,both,0,0,0,0,4,delivered
0.0,0.0,-15.646223,35.532314,HIDDEN,GROUP_REGION_SOUTH_EAST,GROUP_ADMIN,GROUP_REGION_SOUTH,H600,"a8229dea-ec92-4bcc-a83d-ca7e5ba1484f",18573,"EVANCE NAMITHALA",,,30.0,none,1020-0014,"Mwanga Health Centre",faithbased,community_hospital,,none,both,0,0,0,0,4,delivered
0.0,0.0,-15.643565,35.01726,HIDDEN,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,H664,"2e6fe301-c66c-46b3-9863-3a52bc3dc50a",56810,"ODETTA KANYONGOLO",,,17.0,grid,1022-0021,"Mlambe Mission Hospital",faithbased,rural_hospital,,more_than_16,both,0,0,0,0,4,both
0.0,0.0,-15.636063,35.156143,HIDDEN,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,H734,"d8bfc530-0a92-4c2e-879f-6e8be51fe731",15545,"ELLARTON MASITO",,,27.0,grid,1024-0007,"Mbulumbuzi Heath Centre",public,community_hospital,,more_than_16,static,0,0,0,0,4,both
0.0,0.0,-15.630207,35.079548,HIDDEN,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,H665,"2e6fe301-c66c-46b3-9863-3a52bc3dc50a",35940,"GREY KAZEMBE",,,21.0,none,1022-0022,"Makata Health Centre",public,community_hospital,,none,both,0,0,0,0,4,delivered
0.0,0.0,-15.614575,35.62806,HIDDEN,GROUP_REGION_SOUTH_EAST,GROUP_ADMIN,GROUP_REGION_SOUTH,H601,"a8229dea-ec92-4bcc-a83d-ca7e5ba1484f",29275,"JOSAYA NDINI",,,24.0,none,1020-0015,"Nkhwayi Health Centre",public,community_hospital,,none,both,0,0,0,0,4,delivered
0.0,0.0,-15.603912,35.122105,HIDDEN,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,H735,"d8bfc530-0a92-4c2e-879f-6e8be51fe731",13759,"GEORGE KANYOZA",,,8.0,none,1024-0008,"Chitera Health Centre",public,community_hospital,,none,both,0,0,0,0,4,delivered
0.0,0.0,-15.6023445,35.2594,HIDDEN,GROUP_REGION_SOUTH_EAST,GROUP_ADMIN,GROUP_REGION_SOUTH,H617,"b3c456f7-a4aa-4ee0-b287-e6233e68acb4",32883,"HOWARD KAYENDA",,,30.0,grid,1021-0014,"Nasawa Health Centre",public,community_hospital,,more_than_16,both,0,0,0,0,4,delivered
0.0,0.0,-15.595254,34.698143,HIDDEN,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,H751,"f939dd06-9766-474d-aa9e-4b4fd28a6efb",11250,"JOEL N'GAMBI",,,40.0,grid,1026-0004,Chifunga,public,community_hospital,,more_than_16,both,0,0,0,0,4,both
0.0,0.0,-15.5886135,34.509487,HIDDEN,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,H742,"b4c7136c-894c-4408-a04e-69fa4d6b18db",47101,"ALBERT GOLOWA",,,0.003,grid,1025-0000,"Mwanza District Hospital",public,central_hospital,,more_than_16,both,0,0,0,0,4,collected
0.0,0.0,-15.573795,35.372665,HIDDEN,GROUP_REGION_SOUTH_EAST,GROUP_ADMIN,GROUP_REGION_SOUTH,H618,"b3c456f7-a4aa-4ee0-b287-e6233e68acb4",52756,"DAVESON GUNDA",,,30.0,grid,1021-0015,"Mayaka Health Centre",public,community_hospital,,more_than_16,both,0,0,0,0,4,delivered
0.0,0.0,-15.563624,34.8804,HIDDEN,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,H658,"2e6fe301-c66c-46b3-9863-3a52bc3dc50a",15832,"EMMANUEL BINALI",,,47.0,none,1022-0015,"Dziwe Health Centre",public,community_hospital,,none,both,0,0,0,0,4,delivered
0.0,0.0,-15.561446,35.261047,HIDDEN,GROUP_REGION_SOUTH_EAST,GROUP_ADMIN,GROUP_REGION_SOUTH,H616,"b3c456f7-a4aa-4ee0-b287-e6233e68acb4",26610,"GIFT MATEWERE",,,15.0,grid,1021-0013,"Magomero Health Centre",faithbased,community_hospital,,more_than_16,both,0,0,0,0,4,delivered
0.0,0.0,-15.556831,35.81925,HIDDEN,GROUP_REGION_SOUTH_EAST,GROUP_ADMIN,GROUP_REGION_SOUTH,H595,"a8229dea-ec92-4bcc-a83d-ca7e5ba1484f",38236,"ENERST MPEKETULA",,,43.0,none,1020-0009,"Nambazo Health Centre",public,community_hospital,,none,both,0,0,0,0,4,delivered
0.0,0.0,-15.551911,35.572605,HIDDEN,GROUP_REGION_SOUTH_EAST,GROUP_ADMIN,GROUP_REGION_SOUTH,H602,"a8229dea-ec92-4bcc-a83d-ca7e5ba1484f",32762,"ANNIE MISOMALI",,,37.0,none,1020-0016,"Chitekesa Health Centre",public,community_hospital,,none,both,0,0,0,0,4,delivered
0.0,0.0,-15.546189,34.62754,HIDDEN,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,H750,"f939dd06-9766-474d-aa9e-4b4fd28a6efb",7053,"FABIAN NYANGA",,,20.0,grid,1026-0003,Magaleta,public,community_hospital,,more_than_16,both,0,0,0,0,4,delivered
0.0,0.0,-15.543962,35.186935,HIDDEN,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,H736,"d8bfc530-0a92-4c2e-879f-6e8be51fe731",23593,"JULIET MJUWENI",,,60.0,grid,1024-0009,"Namadzi Health Centre",public,community_hospital,,more_than_16,both,0,0,0,0,4,delivered
0.0,0.0,-15.534104,35.54719,HIDDEN,GROUP_REGION_SOUTH_EAST,GROUP_ADMIN,GROUP_REGION_SOUTH,H638,"b3c456f7-a4aa-4ee0-b287-e6233e68acb4",32723,"CHARLES WINIKO",,,40.0,grid,1021-0035,Matiya,faithbased,community_hospital,,more_than_16,both,0,0,0,0,4,delivered
0.0,0.0,-15.529524,35.029934,HIDDEN,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,H666,"2e6fe301-c66c-46b3-9863-3a52bc3dc50a",26506,"CHRISTOPHER BALUTI",,,39.0,grid,1022-0023,"Lirangwe Health Centre",public,community_hospital,,more_than_16,both,0,0,0,0,4,delivered
0.0,0.0,-15.5192995,34.82453,HIDDEN,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,H752,"f939dd06-9766-474d-aa9e-4b4fd28a6efb",1970,"LUKA CHIKAONEKA",,,50.0,grid,1026-0005,"Nkula Health Centre",private,community_hospital,,more_than_16,both,0,0,0,0,4,both
0.0,0.0,-15.486612,35.073727,HIDDEN,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,H667,"2e6fe301-c66c-46b3-9863-3a52bc3dc50a",6590,"MAXWEL CHIZANI",,,43.0,none,1022-0024,"Namikoko Health Centre",public,community_hospital,,none,both,0,0,0,0,4,delivered
0.0,0.0,-15.484382,35.23688,HIDDEN,GROUP_REGION_SOUTH_EAST,GROUP_ADMIN,GROUP_REGION_SOUTH,H635,"b3c456f7-a4aa-4ee0-b287-e6233e68acb4",51721,"HENDERSON CHAULUKA",,,16.0,grid,1021-0032,Thondwe,public,community_hospital,,more_than_16,both,0,0,0,0,4,delivered
0.0,0.0,-15.48272,35.450752,HIDDEN,GROUP_REGION_SOUTH_EAST,GROUP_ADMIN,GROUP_REGION_SOUTH,H620,"b3c456f7-a4aa-4ee0-b287-e6233e68acb4",31189,"KINGSLEY KALILOMBE",,,27.0,grid,1021-0017,"Pilimiti Hospital",private,rural_hospital,,more_than_16,both,0,0,0,0,4,delivered
0.0,0.0,-15.477331,35.240746,HIDDEN,GROUP_REGION_SOUTH_EAST,GROUP_ADMIN,GROUP_REGION_SOUTH,H614,"b3c456f7-a4aa-4ee0-b287-e6233e68acb4",6172,"F MATIPWILI",,,15.0,grid,1021-0011,"Namikango Maternity",faithbased,community_hospital,,more_than_16,static,0,0,0,0,4,delivered
0.0,0.0,-15.477025,34.741467,HIDDEN,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,H753,"f939dd06-9766-474d-aa9e-4b4fd28a6efb",2178,"D A NKHOMA",,,25.0,none,1026-0006,"Luwani Health Centre",public,community_hospital,,none,both,0,0,0,0,4,delivered
0.0,0.0,-15.469792,34.647305,HIDDEN,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,H749,"f939dd06-9766-474d-aa9e-4b4fd28a6efb",14337,"JOSEPH CHIKUNI",,,15.0,grid,1026-0002,Ligowe,public,health_center,,more_than_16,both,0,0,0,0,4,both
0.0,0.0,-15.46794,34.942654,HIDDEN,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,H669,"2e6fe301-c66c-46b3-9863-3a52bc3dc50a",28938,"RABSON MSUKWA",,,61.0,grid,1022-0026,"Mdeka Heath Centre",public,community_hospital,,more_than_16,both,0,0,0,0,4,delivered
0.0,0.0,-15.465641,35.516525,HIDDEN,GROUP_REGION_SOUTH_EAST,GROUP_ADMIN,GROUP_REGION_SOUTH,H622,"b3c456f7-a4aa-4ee0-b287-e6233e68acb4",24135,"COLLINS M KAWERA",,,32.0,none,1021-0019,"Chamba Health Centre",public,community_hospital,,none,both,0,0,0,0,4,delivered
0.0,0.0,-15.462081,34.49071,HIDDEN,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,H745,"b4c7136c-894c-4408-a04e-69fa4d6b18db",12214,"PATRICK JEFULE MATCHAYA",,,25.0,none,1025-0003,"Kunenekude Health Centre",public,community_hospital,,none,both,0,0,0,0,4,delivered
0.0,0.0,-15.435314,34.77394,HIDDEN,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,H756,"f939dd06-9766-474d-aa9e-4b4fd28a6efb",16400,"AMOSI MAKWAYA",,,30.0,grid,1026-0009,Lisungwi,public,district_hospital,,more_than_16,both,0,0,0,0,4,both
0.0,0.0,-15.434132,34.607628,HIDDEN,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,H755,"f939dd06-9766-474d-aa9e-4b4fd28a6efb",12693,"GRACE WESLEY",,,24.0,grid,1026-0008,"Neno Parish",faithbased,community_hospital,,more_than_16,both,0,0,0,0,4,delivered
0.0,0.0,-15.42787,35.544437,HIDDEN,GROUP_REGION_SOUTH_EAST,GROUP_ADMIN,GROUP_REGION_SOUTH,H621,"b3c456f7-a4aa-4ee0-b287-e6233e68acb4",35954,"MATRIIDA GATOMA",,,35.0,none,1021-0018,"Likangala Health Centre",public,community_hospital,,none,both,0,0,0,0,4,delivered
0.0,0.0,-15.421672,35.012943,HIDDEN,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,H668,"2e6fe301-c66c-46b3-9863-3a52bc3dc50a",19760,"RICHARD MAWANGA",,,55.0,none,1022-0025,"Lundu Health Centre",public,community_hospital,,none,both,0,0,0,0,4,delivered
0.0,0.0,-15.418769,35.846107,HIDDEN,GROUP_REGION_SOUTH_EAST,GROUP_ADMIN,GROUP_REGION_SOUTH,H643,"b3c456f7-a4aa-4ee0-b287-e6233e68acb4",672,"D.E. MUKHITO",,,70.0,none,1021-0040,Chisoni,public,dispensary,,none,both,0,0,0,0,4,delivered
0.0,0.0,-15.400939,35.313217,HIDDEN,GROUP_REGION_SOUTH_EAST,GROUP_ADMIN,GROUP_REGION_SOUTH,H605,"b3c456f7-a4aa-4ee0-b287-e6233e68acb4",38381,"RUTH MMANGA",,,0.0,grid,1021-0002,"Zomba Dho Facility",public,central_hospital,,8_to_16,none,0,0,0,0,4,collected
0.0,0.0,-15.398905,35.31338,HIDDEN,GROUP_REGION_SOUTH_EAST,GROUP_ADMIN,GROUP_REGION_SOUTH,H603,"b3c456f7-a4aa-4ee0-b287-e6233e68acb4",59448,"RUTH MMANGA",,,0.1,grid,1021-0000,"Zomba Central Hospital",public,district_vaccine_store,,fewer_than_4,static,0,0,0,0,4,collected
0.0,0.0,-15.396968,35.180595,HIDDEN,GROUP_REGION_SOUTH_EAST,GROUP_ADMIN,GROUP_REGION_SOUTH,H612,"b3c456f7-a4aa-4ee0-b287-e6233e68acb4",29243,"YVONNIE MATOLA",,,40.0,grid,1021-0009,"Chingale Health Centre",public,community_hospital,,more_than_16,both,0,0,0,0,4,delivered
0.0,0.0,-15.392553,34.65272,HIDDEN,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,H754,"f939dd06-9766-474d-aa9e-4b4fd28a6efb",15634,"MACKSON NSEMBE",,,0.0,grid,1026-0007,"Neno Dho",public,central_hospital,,more_than_16,both,0,0,0,0,4,both
0.0,0.0,-15.391635,35.326935,HIDDEN,GROUP_REGION_SOUTH_EAST,GROUP_ADMIN,GROUP_REGION_SOUTH,H630,"b3c456f7-a4aa-4ee0-b287-e6233e68acb4",7416,"FANNIE W. PHIRI",,,5.0,grid,1021-0027,"Zomba Police",private,rural_hospital,,more_than_16,static,0,0,0,0,4,delivered
0.0,0.0,-15.391198,35.33935,HIDDEN,GROUP_REGION_SOUTH_EAST,GROUP_ADMIN,GROUP_REGION_SOUTH,H632,"b3c456f7-a4aa-4ee0-b287-e6233e68acb4",5916,"R. KAUNJIKAKAKARALA",,,7.0,grid,1021-0029,"Chancellor College",other,health_center,,more_than_16,static,0,0,0,0,4,delivered
0.0,0.0,-15.391088,35.304913,HIDDEN,GROUP_REGION_SOUTH_EAST,GROUP_ADMIN,GROUP_REGION_SOUTH,H606,"b3c456f7-a4aa-4ee0-b287-e6233e68acb4",4963,"KISSA KADALUKA",,,3.0,grid,1021-0003,"Cobbe Barracks",private,rural_hospital,,more_than_16,static,0,0,0,0,4,delivered
0.0,0.0,-15.390406,35.359577,HIDDEN,GROUP_REGION_SOUTH_EAST,GROUP_ADMIN,GROUP_REGION_SOUTH,H639,"b3c456f7-a4aa-4ee0-b287-e6233e68acb4",16958,"JOYCE LIGOMEKA",,,12.0,grid,1021-0036,Matawale,public,community_hospital,,more_than_16,both,0,0,0,0,4,delivered
0.0,0.0,-15.389739,35.09512,HIDDEN,GROUP_REGION_SOUTH_EAST,GROUP_ADMIN,GROUP_REGION_SOUTH,H611,"b3c456f7-a4aa-4ee0-b287-e6233e68acb4",23758,"NICHOLUS E SAYENDA",,,35.0,grid,1021-0008,"Chipini Health Centre",public,community_hospital,,more_than_16,both,0,0,0,0,4,delivered
0.0,0.0,-15.389604,35.21176,HIDDEN,GROUP_REGION_SOUTH_EAST,GROUP_ADMIN,GROUP_REGION_SOUTH,H613,"b3c456f7-a4aa-4ee0-b287-e6233e68acb4",3320,"ANNIE CHITSUKWA",,,17.0,grid,1021-0010,"Changalume Health Centre",public,community_hospital,,more_than_16,both,0,0,0,0,4,delivered
0.0,0.0,-15.389042,35.3201,HIDDEN,GROUP_REGION_SOUTH_EAST,GROUP_ADMIN,GROUP_REGION_SOUTH,H633,"b3c456f7-a4aa-4ee0-b287-e6233e68acb4",4732,"CHRISSIE MUSOWA",,,3.0,grid,1021-0030,"Zomba Banja La Mtsogolo",private,community_hospital,,more_than_16,static,0,0,0,0,4,collected
0.0,0.0,-15.379213,35.332905,HIDDEN,GROUP_REGION_SOUTH_EAST,GROUP_ADMIN,GROUP_REGION_SOUTH,H609,"b3c456f7-a4aa-4ee0-b287-e6233e68acb4",325,"CHISOMO MALUNGA",,,0.5,grid,1021-0006,"Masm Clinic",private,community_hospital,,more_than_16,static,0,0,0,0,4,delivered
0.0,0.0,-15.369366,35.45066,HIDDEN,GROUP_REGION_SOUTH_EAST,GROUP_ADMIN,GROUP_REGION_SOUTH,H623,"b3c456f7-a4aa-4ee0-b287-e6233e68acb4",37336,"MATHEWS MANDALA",,,15.0,none,1021-0020,"Makwapala Health Centre",public,community_hospital,,none,both,0,0,0,0,4,delivered
0.0,0.0,-15.357838,35.385002,HIDDEN,GROUP_REGION_SOUTH_EAST,GROUP_ADMIN,GROUP_REGION_SOUTH,H636,"b3c456f7-a4aa-4ee0-b287-e6233e68acb4",14135,"TABITA GADAMA",,,17.0,none,1021-0033,Naisi,public,community_hospital,,none,both,0,0,0,0,4,delivered
0.0,0.0,-15.352229,35.290985,HIDDEN,GROUP_REGION_SOUTH_EAST,GROUP_ADMIN,GROUP_REGION_SOUTH,H637,"b3c456f7-a4aa-4ee0-b287-e6233e68acb4",420,"E. KAMPIRA",,,15.0,grid,1021-0034,"Chawe Forest",private,community_hospital,,more_than_16,static,0,0,0,0,4,delivered
0.0,0.0,-15.350985,34.946556,HIDDEN,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,H757,"f939dd06-9766-474d-aa9e-4b4fd28a6efb",15222,"PHILLIP CHINYAMA",,,48.0,grid,1026-0010,Matope,faithbased,community_hospital,,more_than_16,both,0,0,0,0,4,delivered
0.0,0.0,-15.346971,34.83923,HIDDEN,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,H758,"f939dd06-9766-474d-aa9e-4b4fd28a6efb",13502,"BLESSINGS CHIPASULA",,,40.0,none,1026-0011,Midzemba,public,health_center,,none,both,0,0,0,0,4,both
0.0,0.0,-15.327938,34.652073,HIDDEN,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,H747,"f939dd06-9766-474d-aa9e-4b4fd28a6efb",8798,"EVARSON MTIWANTHU",,,8.0,grid,1026-0000,Matandani,faithbased,community_hospital,,more_than_16,both,0,0,0,0,4,delivered
0.0,0.0,-15.327744,35.216854,HIDDEN,GROUP_REGION_SOUTH_EAST,GROUP_ADMIN,GROUP_REGION_SOUTH,H608,"b3c456f7-a4aa-4ee0-b287-e6233e68acb4",17742,"PEASON GONDWE",,,20.0,grid,1021-0005,"Nkasala Health Centre",public,community_hospital,,fewer_than_4,both,0,0,0,0,4,delivered
0.0,0.0,-15.32549,35.605278,HIDDEN,GROUP_REGION_SOUTH_EAST,GROUP_ADMIN,GROUP_REGION_SOUTH,H640,"b3c456f7-a4aa-4ee0-b287-e6233e68acb4",4032,"ROMAN ULEDI",,,18.0,none,1021-0037,Chisi,public,community_hospital,,none,both,0,0,0,0,4,delivered
0.0,0.0,-15.324312,35.116985,HIDDEN,GROUP_REGION_SOUTH_EAST,GROUP_ADMIN,GROUP_REGION_SOUTH,H610,"b3c456f7-a4aa-4ee0-b287-e6233e68acb4",12620,"LAMECK MANYAWA",,,40.0,none,1021-0007,"Chilipa Health Centre",faithbased,community_hospital,,none,both,0,0,0,0,4,delivered
0.0,0.0,-15.297541,35.36063,HIDDEN,GROUP_REGION_SOUTH_EAST,GROUP_ADMIN,GROUP_REGION_SOUTH,H629,"b3c456f7-a4aa-4ee0-b287-e6233e68acb4",8766,"NIGHTON UNDANI",,,16.0,grid,1021-0026,"Parker Sharp",faithbased,community_hospital,,more_than_16,both,0,0,0,0,4,delivered
0.0,0.0,-15.295986,35.822773,HIDDEN,GROUP_REGION_SOUTH_EAST,GROUP_ADMIN,GROUP_REGION_SOUTH,H642,"b3c456f7-a4aa-4ee0-b287-e6233e68acb4",1139,"DUNCAN LIMBE",,,65.0,none,1021-0039,Ngotangota,public,dispensary,,none,both,0,0,0,0,4,delivered
0.0,0.0,-15.280588,35.399185,HIDDEN,GROUP_REGION_SOUTH_EAST,GROUP_ADMIN,GROUP_REGION_SOUTH,H628,"b3c456f7-a4aa-4ee0-b287-e6233e68acb4",22773,"PATRICK CHIGUMULA",,,30.0,grid,1021-0025,"Domasi Rural Hospital",public,district_hospital,,more_than_16,both,0,0,0,0,4,delivered
0.0,0.0,-15.262753,35.15962,HIDDEN,GROUP_REGION_SOUTH_EAST,GROUP_ADMIN,GROUP_REGION_SOUTH,H607,"b3c456f7-a4aa-4ee0-b287-e6233e68acb4",18400,"JULIUS GULANI",,,35.0,none,1021-0004,"Mmambo Health Centre",public,community_hospital,,none,both,0,0,0,0,4,delivered
0.0,0.0,-15.258887,34.61276,HIDDEN,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,H748,"f939dd06-9766-474d-aa9e-4b4fd28a6efb",18590,"GEORGE E S MPHALUMO",,,19.0,none,1026-0001,Nsabwe,faithbased,community_hospital,,none,both,0,0,0,0,4,collected
0.0,0.0,-15.250817,35.107285,HIDDEN,GROUP_REGION_SOUTH_EAST,GROUP_ADMIN,GROUP_REGION_SOUTH,H462,"993d4816-841d-4129-913d-12326ebad5a0",21333,"LACKSON MAGOMBO",,,57.0,none,1016-0005,Phimbi,public,community_hospital,,none,both,0,0,0,0,4,delivered
0.0,0.0,-15.231846,35.44225,HIDDEN,GROUP_REGION_SOUTH_EAST,GROUP_ADMIN,GROUP_REGION_SOUTH,H625,"b3c456f7-a4aa-4ee0-b287-e6233e68acb4",15481,"IAN GHOSTEN",,,28.0,grid,1021-0022,Namasalima,public,community_hospital,,more_than_16,both,0,0,0,0,4,delivered
0.0,0.0,-15.230261,35.8021,HIDDEN,GROUP_REGION_SOUTH_EAST,GROUP_ADMIN,GROUP_REGION_SOUTH,H641,"b3c456f7-a4aa-4ee0-b287-e6233e68acb4",1763,"MAC MAIDA",,,29.0,none,1021-0038,Chinguma,public,dispensary,,none,both,0,0,0,0,4,delivered
0.0,0.0,-15.225535,34.89326,HIDDEN,GROUP_REGION_SOUTH_EAST,GROUP_ADMIN,GROUP_REGION_SOUTH,H463,"993d4816-841d-4129-913d-12326ebad5a0",21850,"PATRICK BONONGWE",,,41.0,grid,1016-0006,Phalula,faithbased,community_hospital,,more_than_16,both,0,0,0,0,4,delivered
0.0,0.0,-15.224426,35.489384,HIDDEN,GROUP_REGION_SOUTH_EAST,GROUP_ADMIN,GROUP_REGION_SOUTH,H481,"eb26f775-7fc7-4333-bf67-5fd8055e7af9",12827,"FABIAN W. SELEVANSIO",,,25.0,none,1017-0006,"Mpheta Health Post",public,dispensary,,none,none,0,0,0,0,4,both
